	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	363	396	368		96	91	93	
영업이익	9	8	10		2	4	2	
영업이익(발표기준)	9	6	10		1	4	2	
세전계속사업이익	16	3	0		2	-6	0	
당기순이익	12	1	0		4	-6	-1	
당기순이익(지배)	15	2	1		4	-6	-1	
당기순이익(비지배)	-3							
자산총계	459	447	417		458	419	417	
부채총계	48	42	17		53	19	17	
자본총계	412	405	400		406	400	400	
자본총계(지배)	407	405	400		406	400	400	
자본총계(비지배)	4							
자본금	178	186	194		194	194	194	
영업활동현금흐름	28	28	25		16	6	-1	
투자활동현금흐름	-51	11	-2		22	-17	-4	
재무활동현금흐름	10	-14	-9		-8	0	0	
CAPEX	5	19	6		9	1	-5	
FCF	23	9	19		7	5	4	
이자발생부채	24	16	2		14	2	2	
영업이익률	2.54	1.93	2.83		1.59	4.39	2.60	
순이익률	3.33	0.16	0.07		3.72	-6.07	-1.41	
ROE(%)	3.74	0.62	0.13		0.99	-0.42	0.13	
ROA(%)	2.69	0.14	0.06		0.66	-0.64	0.06	
부채비율	11.62	10.30	4.30		12.95	4.84	4.30	
자본유보율	153.77	142.32	128.95		132.47	129.63	128.95	
EPS(원)	40	6	1		9	-14	-3	
PER(배)	35.49	176.75	802.52		121.67	N/A	802.53	
BPS(원)	1,159	1,151	1,137		1,154	1,138	1,137	
PBR(배)	1.22	0.99	0.98		1.09	1.02	0.98	
현금DPS(원)	18	19						
현금배당수익률	1.29	1.68						
현금배당성향(%)	43.41	267.30	0.00		0.00	0.00	0.00	
발행주식수(보통주)	38,830,772	38,830,772	38,830,772		38,830,772	38,830,772	38,830,772	
