	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	907	891	458		75	-5	47	
영업이익	-166	-147	-59		-20	14	-13	
영업이익(발표기준)	-166	-147	-59		-20	14	-13	
세전계속사업이익	-180	-176	-103		13	-17	0	
당기순이익	-182	-182	-103		13	-17	0	
당기순이익(지배)	-123	-143	-103		0	-26	0	
당기순이익(비지배)	-60							
자산총계	646	653	332		482	332	287	
부채총계	540	640	301		455	301	181	
자본총계	106	13	31		27	31	106	
자본총계(지배)	60	6	31		16	31	106	
자본총계(비지배)	46							
자본금	45	60	154		98	154	18	
영업활동현금흐름	-14	-105	-53		-29	-4	-12	
투자활동현금흐름	-41	-108	26		18	-18	1	
재무활동현금흐름	4	198	67		-1	57	-26	
CAPEX	6	17	1		0	0		
FCF	-19	-122	-54		-29	-3	-12	
이자발생부채	216	270	159		243	159	86	
영업이익률	-18.31	-16.50	-12.79		-26.96	-262.83	-27.18	
순이익률	-20.13	-20.45	-22.54		17.59	307.21	0.11	
ROE(%)	-129.14	-428.05	-548.06		-291.62	-548.06	-115.87	
ROA(%)	-25.48	-28.05	-20.95		-23.56	-20.95	-17.39	
부채비율	507.48	4,979.38	964.01		1,673.90	964.01	171.80	
자본유보율	377.28	46.73	-74.43		-61.55	-74.43	518.94	
EPS(원)	-18,446	-12,919	-5,557		-17	-944	1	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	6,721	535	1,015		797	1,015	2,941	
PBR(배)	5.21	91.56	23.41		40.89	23.41	1.39	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	899,154	1,202,090	3,078,240		1,967,351	3,078,240	3,590,507	
