	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	703	683	729		189	182	189	
영업이익	33	11	27		6	9	11	
영업이익(발표기준)	33	11	27		6	9	11	
세전계속사업이익	34	26	36		15	6	23	
당기순이익	22	20	19		11	-4	19	
당기순이익(지배)	23	20	20		11	-3	19	
당기순이익(비지배)	0							
자산총계	854	841	831		848	831	854	
부채총계	98	95	96		109	96	123	
자본총계	756	746	735		739	735	731	
자본총계(지배)	755	745	735		738	735	731	
자본총계(비지배)	1							
자본금	60	60	60		60	60	60	
영업활동현금흐름	63	29	77		23	18	11	
투자활동현금흐름	-7	-13	-45		-31	-12	-17	
재무활동현금흐름	-32	-32	-31		-1	0	-6	
CAPEX	22	3	10		0	4	1	
FCF	41	26	68		23	14	10	
이자발생부채	1	1	1		1	1	1	
영업이익률	4.75	1.58	3.74		3.18	4.74	6.08	
순이익률	3.17	2.96	2.55		5.82	-1.96	9.96	
ROE(%)	3.02	2.73	2.69		4.10	2.69	4.47	
ROA(%)	2.59	2.38	2.23		3.55	2.23	3.70	
부채비율	12.91	12.68	13.02		14.79	13.02	16.75	
자본유보율	953.93	953.86	957.71		962.12	957.71	960.62	
EPS(원)	190	171	166		94	-22	157	
PER(배)	21.05	19.89	23.63		14.44	23.63	12.97	
BPS(원)	6,289	6,362	6,447		6,471	6,447	6,515	
PBR(배)	0.64	0.53	0.61		0.57	0.61	0.54	
현금DPS(원)	171	150	150		0	150		
현금배당수익률	4.28	4.42	3.83					
현금배당성향(%)	90.09	85.78	86.02		0.00	-645.84		
발행주식수(보통주)	12,000,000	12,000,000	12,000,000		12,000,000	12,000,000	12,000,000	
