	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	63	100	97					
영업이익	4	-4	-17					
영업이익(발표기준)	4	-4	-17					
세전계속사업이익	4	-23	-24					
당기순이익	4	-22	-20					
당기순이익(지배)	4	-22	-20					
당기순이익(비지배)								
자산총계	124	122	211				211	
부채총계	5	98	34				34	
자본총계	120	24	178				178	
자본총계(지배)	120	24	178				178	
자본총계(비지배)								
자본금	26	24	34				34	
영업활동현금흐름	2	1	-17					
투자활동현금흐름	-40	-31	-64					
재무활동현금흐름	50	10	82					
CAPEX	36	24	8					
FCF	-34	-22	-25				0	
이자발생부채	0	76	27				27	
영업이익률	6.68	-3.73	-17.62					
순이익률	5.84	-21.95	-20.12					
ROE(%)	3.99		-19.45					
ROA(%)	3.80		-11.74					
부채비율	3.83	416.16	19.06				19.06	
자본유보율	354.14	54.39	443.97				443.97	
EPS(원)	73	-413	-340					
PER(배)			N/A					
BPS(원)	2,271	442	2,685				2,685	
PBR(배)	0.00	0.00	2.95				2.95	
현금DPS(원)	0	0			0	0		
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00					
발행주식수(보통주)	4,823,900	4,823,900	6,761,196		4,823,900	5,761,200	6,761,196	
