	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	782	650	714		171	159	140	
영업이익	115	100	102		26	6	11	
영업이익(발표기준)	115	100	102		26	6	11	
세전계속사업이익	118	98	148		32	13	12	
당기순이익	95	75	115		26	13	7	
당기순이익(지배)	95	75	115		26	13	7	
당기순이익(비지배)								
자산총계	774	831	943		907	943	942	
부채총계	135	114	113		89	113	104	
자본총계	639	716	830		818	830	838	
자본총계(지배)	639	716	830		818	830	838	
자본총계(비지배)	0							
자본금	259	259	259		259	259	259	
영업활동현금흐름	105	137	153		25	68	30	
투자활동현금흐름	33	-136	-129		-27	-44	-41	
재무활동현금흐름	-131	-6	-3		-2	-4	2	
CAPEX	28	18	8		0	0	1	
FCF	77	119	145		25	68	29	
이자발생부채	13	7	6		11	6	9	
영업이익률	14.67	15.46	14.31		15.18	3.75	7.58	
순이익률	12.18	11.56	16.14		15.48	8.33	5.26	
ROE(%)	16.04	11.08	14.90		16.76	14.90	13.08	
ROA(%)	11.96	9.36	12.99		14.88	12.99	11.25	
부채비율	21.12	15.94	13.61		10.88	13.61	12.44	
자본유보율	149.09	178.90	222.81		218.23	222.81	225.65	
EPS(원)	184	145	222		51	26	14	
PER(배)	14.65	14.65	9.46		8.61	9.46	7.07	
BPS(원)	1,234	1,383	1,603		1,580	1,603	1,617	
PBR(배)	2.18	1.54	1.31		1.33	1.31	0.87	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	51,794,579	51,794,579	51,794,579		51,794,579	51,794,579	51,794,579	
