	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	409	352	501		140	128	120	
영업이익	15	20	15		6	3	4	
영업이익(발표기준)	15	20	15		6	3	4	
세전계속사업이익	-14	19	12		4	3	4	
당기순이익	-20	18	10		4	1	3	
당기순이익(지배)	-20	18	10		4	1	3	
당기순이익(비지배)								
자산총계	310	341	385		395	385	395	
부채총계	63	57	89		100	89	95	
자본총계	247	284	297		295	297	300	
자본총계(지배)	247	284	297		295	297	300	
자본총계(비지배)								
자본금	17	19	19		19	19	19	
영업활동현금흐름	42	-5	36		38	24	-13	
투자활동현금흐름	65	-136	-9		-12	8	-4	
재무활동현금흐름	-18	10	-3		-8	-18	8	
CAPEX	26	57	4		1	2	1	
FCF	16	-61	31		37	22	-14	
이자발생부채	41	37	38		57	38	54	
영업이익률	3.71	5.63	2.93		4.54	2.51	3.36	
순이익률	-4.89	5.05	2.06		3.15	0.89	2.43	
ROE(%)	-9.77	6.69	3.55		4.92	3.55	3.69	
ROA(%)	-7.38	5.46	2.84		3.79	2.84	2.88	
부채비율	25.53	19.92	29.86		33.98	29.86	31.66	
자본유보율	1,397.86	1,463.76	1,529.85		1,521.17	1,529.85	1,548.20	
EPS(원)	-117	99	55		24	6	16	
PER(배)	N/A	30.54	52.40		50.94	52.40	37.42	
BPS(원)	1,539	1,598	1,668		1,659	1,668	1,688	
PBR(배)	2.06	1.89	1.73		2.33	1.73	1.29	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)		18,671,428	18,671,428		18,671,428	18,671,428	18,671,428	
