	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	95	98	90		18	31	21	
영업이익	11	8	0		-7	4	-4	
영업이익(발표기준)	11	8	0		-7	4	-4	
세전계속사업이익	12	3	-2		-7	2	-3	
당기순이익	13	7	-1		-7	3	-3	
당기순이익(지배)	13	7	-1		-7	3	-3	
당기순이익(비지배)								
자산총계	95	104	204		202	204	202	
부채총계	56	59	27		27	27	29	
자본총계	39	45	177		176	177	174	
자본총계(지배)	39	45	177		176	177	174	
자본총계(비지배)								
자본금	3	3	48		48	48	48	
영업활동현금흐름	4	29	1		3	-6	-22	
투자활동현금흐름	-2	-1	-141		-1	-133	24	
재무활동현금흐름	19	1	89		97	-8	0	
CAPEX	1	0	0		0	0	0	
FCF	3	29	0		3	-5	-22	
이자발생부채	34	37	3		6	3	3	
영업이익률	11.24	8.11	-0.02		-40.21	13.13	-18.19	
순이익률	13.36	6.73	-1.46		-39.87	9.72	-15.90	
ROE(%)		15.70	-1.19					
ROA(%)		6.65	-0.85					
부채비율	142.33	130.84	15.38		15.25	15.38	16.46	
자본유보율	1,203.71	1,402.75	267.78		266.25	267.78	260.76	
EPS(원)	171	85	-16		-86	32	-36	
PER(배)			N/A					
BPS(원)	502	579	1,873		1,861	1,873	1,839	
PBR(배)	0.00	0.00	3.74		4.73	3.74	3.34	
현금DPS(원)	0	0						
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	6,000,000	6,000,000	9,435,500		9,435,500	9,435,500	9,435,500	
