	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	100	181	121			23	19	
영업이익	13	52	5			-1	-3	
영업이익(발표기준)	13	52	5			-1	-3	
세전계속사업이익	12	45	7			1	-5	
당기순이익	11	36	11			2	-1	
당기순이익(지배)	11	35	10			2	-1	
당기순이익(비지배)								
자산총계	150	238	418			418	418	
부채총계	24	23	15			15	15	
자본총계	126	215	402			403	402	
자본총계(지배)	112	201	387			388	387	
자본총계(비지배)								
자본금	5	6	15			15	15	
영업활동현금흐름	17	47	16				4	
투자활동현금흐름	-1	-57	-202				-4	
재무활동현금흐름		48	173				0	
CAPEX	0	0	5				2	
FCF	17	46	11			0	2	
이자발생부채	0	0	6			0	6	
영업이익률	13.11	28.69	3.79			-4.21	-16.16	
순이익률	10.66	19.75	9.17			7.97	-4.62	
ROE(%)		22.67	3.53					
ROA(%)		18.40	3.38					
부채비율	19.12	10.70	3.79			3.71	3.79	
자본유보율	2,148.17	3,274.80	2,445.80			2,451.22	2,445.80	
EPS(원)	738	1,632	397			73	-27	
PER(배)			49.51					
BPS(원)	5,589	8,623	12,939			12,962	12,939	
PBR(배)	0.00	0.00	1.52			1.54	1.52	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률			0.00					
현금배당성향(%)	0.00	0.00	0.00			0.00	0.00	
발행주식수(보통주)	2,000,000	2,326,600	2,992,520		2,326,600	2,992,520	2,992,520	
