	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	657	718	695		176	166	186	
영업이익	91	79	74		22	17	17	
영업이익(발표기준)	91	79	74		22	17	17	
세전계속사업이익	93	80	77		26	21	12	
당기순이익	78	66	62		20	16	12	
당기순이익(지배)	71	62	57		19	15	10	
당기순이익(비지배)	6							
자산총계	804	869	1,021		904	932	1,021	
부채총계	101	109	172		114	127	172	
자본총계	703	761	849		790	806	849	
자본총계(지배)	692	746	808		773	788	808	
자본총계(비지배)	11							
자본금	55	55	55		55	55	55	
영업활동현금흐름	84	88	60		2	8	42	
투자활동현금흐름	7	-108	-106		-1	-17	-59	
재무활동현금흐름	-22	-7	70		-2	-2	80	
CAPEX	39	36	72		5	1	62	
FCF	45	52	-11		-3	6	-20	
이자발생부채	6	5	67		10	9	67	
영업이익률	13.92	11.03	10.57		12.23	10.30	9.31	
순이익률	11.83	9.19	8.97		11.49	9.41	6.29	
ROE(%)	10.80	8.65	7.37		7.23	7.76	7.37	
ROA(%)	9.96	7.89	6.60		6.76	7.16	6.60	
부채비율	14.42	14.30	20.28		14.45	15.72	20.28	
자본유보율	1,151.08	1,246.20	1,357.79		1,294.79	1,321.05	1,357.79	
EPS(원)	644	561	517		171	131	92	
PER(배)	15.11	11.26	13.30		17.93	13.70	13.30	
BPS(원)	6,245	6,731	7,289		6,974	7,105	7,289	
PBR(배)	1.56	0.94	0.94		1.26	1.03	0.94	
현금DPS(원)	50	50	50		0	0	50	
현금배당수익률	0.51	0.79	0.73					
현금배당성향(%)	7.76	8.91	9.68		0.00	0.00	54.16	
발행주식수(보통주)	11,086,579	11,086,579	11,086,579		11,086,579	11,086,579	11,086,579	
