	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	311	277	319		86	71	78	
영업이익	4	-36	-29		-3	-7	-15	
영업이익(발표기준)	4	-36	-29		-3	-7	-15	
세전계속사업이익	-3	-19	-50		-3	-9	-35	
당기순이익	-3	-19	-50		-3	-9	-35	
당기순이익(지배)	-3	-19	-50		-3	-9	-35	
당기순이익(비지배)								
자산총계	279	206	220		234	245	216	
부채총계	107	58	122		93	113	118	
자본총계	172	148	98		141	132	98	
자본총계(지배)	172	148	98		141	132	98	
자본총계(비지배)								
자본금	82	82	82		82	82	82	
영업활동현금흐름	-39	5	-5		11	-13	1	
투자활동현금흐름	21	61	-22		-2	-4	-5	
재무활동현금흐름	15	-43	10		-5	18	-3	
CAPEX	1	4	5		0	1	4	
FCF	-41	0	-10		11	-14	-3	
이자발생부채	75	31	65		56	68	65	
영업이익률	1.26	-13.11	-9.00		-3.66	-9.80	-19.26	
순이익률	-1.08	-6.93	-15.71		-3.52	-12.87	-44.19	
ROE(%)	-2.14	-11.99			-8.09	-24.43	-41.14	
ROA(%)	-1.26	-7.91			-4.89	-15.20	-23.97	
부채비율	62.56	39.01	123.86		65.77	85.37	120.84	
자본유보율	118.30	89.17	28.60		80.75	69.58	28.02	
EPS(원)	-22	-116	-305		-18	-56	-210	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,057	912	606		870	814	603	
PBR(배)	1.15	1.62	2.56		2.36	1.70	2.57	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	16,466,131	16,466,131	16,466,131		16,466,131	16,466,131	16,466,131	
