	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	677	746	667		170	176	165	
영업이익	77	36	16		5	19	23	
영업이익(발표기준)	77	36	16		5	19	23	
세전계속사업이익	79	-96	11		4	12	22	
당기순이익	63	-75	10		5	9	17	
당기순이익(지배)	63	-75	10		5	9	17	
당기순이익(비지배)								
자산총계	1,031	1,038	901		967	901	939	
부채총계	226	322	169		243	169	189	
자본총계	804	716	732		725	732	750	
자본총계(지배)	804	716	732		725	732	750	
자본총계(비지배)								
자본금	82	82	82		82	82	82	
영업활동현금흐름	30	-173	199		51	46	47	
투자활동현금흐름	-4	1	39		41	0	-5	
재무활동현금흐름	-6	107	-165		-101	-63	-1	
CAPEX	3	4	2		0	0	0	
FCF	27	-178	198		51	45	47	
이자발생부채	136	256	103		165	103	105	
영업이익률	11.32	4.77	2.37		2.69	11.02	13.63	
순이익률	9.29	-10.03	1.47		2.89	5.26	10.49	
ROE(%)	8.10	-9.84	1.36		-13.43	1.36	4.24	
ROA(%)	6.28	-7.23	1.01		-9.62	1.01	3.14	
부채비율	28.15	44.98	23.09		33.50	23.09	25.16	
자본유보율	884.32	774.46	796.24		786.92	796.24	817.45	
EPS(원)	384	-457	60		30	56	106	
PER(배)	11.08	N/A	44.52		N/A	44.52	9.83	
BPS(원)	4,918	4,376	4,475		4,431	4,475	4,588	
PBR(배)	0.87	0.65	0.60		0.57	0.60	0.41	
현금DPS(원)	80	30						
현금배당수익률	1.88	1.06						
현금배당성향(%)	20.81	-6.56	0.00		0.00	0.00		
발행주식수(보통주)	16,354,800	16,354,800	16,354,800		16,354,800	16,354,800	16,354,800	
