	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,485	1,376	1,319		338	364	372	
영업이익	52	41	70		20	14	26	
영업이익(발표기준)	52	41	70		20	14	26	
세전계속사업이익	58	48	94		16	23	11	
당기순이익	47	35	70		13	17	9	
당기순이익(지배)	47	35	70		13	17	9	
당기순이익(비지배)								
자산총계	853	927	944		823	944	1,034	
부채총계	303	403	364		255	364	445	
자본총계	549	523	580		568	580	589	
자본총계(지배)	549	523	580		568	580	589	
자본총계(비지배)								
자본금	75	75	76		76	76	76	
영업활동현금흐름	47	136	-51		-73	64	-81	
투자활동현금흐름	-3	-72	66		82	29	-63	
재무활동현금흐름	2	-42	-29		-49	-36	191	
CAPEX	2	1	1		1	0	1	
FCF	46	135	-53		-73	64	-82	
이자발생부채	18	23	12		42	12	203	
영업이익률	3.50	2.96	5.32		6.05	3.93	6.94	
순이익률	3.17	2.54	5.32		3.74	4.69	2.48	
ROE(%)	8.91	6.51	12.73		10.71	12.73	9.40	
ROA(%)	5.46	3.92	7.51		7.20	7.51	5.37	
부채비율	55.23	77.04	62.74		44.88	62.74	75.65	
자본유보율	674.40	704.57	787.76		771.98	787.76	798.57	
EPS(원)	317	234	466		83	112	61	
PER(배)	11.91	14.59	8.96		11.24	8.96	14.34	
BPS(원)	4,012	4,222	4,750		4,652	4,750	4,818	
PBR(배)	0.94	0.81	0.88		0.97	0.88	1.05	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	14,936,878	14,936,878	15,216,878		15,216,878	15,216,878	15,216,878	
