	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,559	2,241	2,471		595	578	733	
영업이익	54	46	30		6	5	23	
영업이익(발표기준)	54	46	30		6	5	23	
세전계속사업이익	-38	-25	24		5	11	9	
당기순이익	-51	-54	3		-2	11	-5	
당기순이익(지배)	-44	-42	-4		-2	6	-5	
당기순이익(비지배)	-7							
자산총계	1,426	1,254	1,431		1,373	1,315	1,431	
부채총계	762	646	818		767	698	818	
자본총계	663	607	613		606	617	613	
자본총계(지배)	566	522	521		519	526	521	
자본총계(비지배)	97							
자본금	166	166	166		166	166	166	
영업활동현금흐름	-42	58	-52		17	18	29	
투자활동현금흐름	-55	-9	-8		19	-8	-1	
재무활동현금흐름	35	-45	22		9	-49	-52	
CAPEX	24	16	14		5	2	4	
FCF	-67	42	-67		13	16	26	
이자발생부채	228	184	228		311	266	228	
영업이익률	2.13	2.04	1.23		1.08	0.84	3.18	
순이익률	-2.01	-2.42	0.12		-0.32	1.86	-0.62	
ROE(%)	-7.49	-7.75	-0.70		-14.16	-13.27	-0.70	
ROA(%)	-3.79	-4.05	0.22		-6.44	-5.93	0.22	
부채비율	114.95	106.42	133.53		126.48	113.06	133.53	
자본유보율	244.35	219.11	216.92		216.21	220.12	216.92	
EPS(원)	-133	-127	-11		-7	20	-16	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,706	1,574	1,570		1,565	1,584	1,570	
PBR(배)	0.77	0.75	1.10		0.99	1.25	1.10	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	33,173,548	33,173,548	33,173,548		33,173,548	33,173,548	33,173,548	
