	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	555	628	582		161	144	140	
영업이익	23	63	8		4	0	3	
영업이익(발표기준)	23	63	8		4	0	3	
세전계속사업이익	23	54	4		3	0	-2	
당기순이익	18	26	0		2	-1	-3	
당기순이익(지배)	21	27	8		4	1	1	
당기순이익(비지배)	-2							
자산총계	595	726	679		721	701	679	
부채총계	215	273	246		277	268	246	
자본총계	381	453	433		445	433	433	
자본총계(지배)	405	480	469		474	466	469	
자본총계(비지배)	-24							
자본금	43	43	43		43	43	43	
영업활동현금흐름	11	60	-27		-23	0	8	
투자활동현금흐름	-55	-57	-10		9	-13	-1	
재무활동현금흐름	13	43	-8		7	-8	-18	
CAPEX	11	6	23		5	5	11	
FCF	0	54	-49		-28	-5	-3	
이자발생부채	126	166	173		196	195	173	
영업이익률	4.16	9.98	1.44		2.21	-0.10	2.16	
순이익률	3.33	4.06	-0.05		1.23	-0.43	-2.37	
ROE(%)	5.25	6.07	1.79		2.87	1.66	1.79	
ROA(%)	3.11	3.86	-0.04		1.53	0.47	-0.04	
부채비율	56.46	60.30	56.78		62.22	62.00	56.78	
자본유보율	701.51	778.06	792.12		784.15	783.39	792.12	
EPS(원)	243	312	98		41	17	9	
PER(배)	19.39	13.05	57.15		33.23	66.59	57.15	
BPS(원)	4,702	5,570	5,450		5,509	5,411	5,450	
PBR(배)	1.00	0.73	1.03		0.97	1.14	1.03	
현금DPS(원)	30	30	30		0	0	30	
현금배당수익률	0.64	0.74	0.53					
현금배당성향(%)	12.37	9.63	30.51		0.00	0.00	336.12	
발행주식수(보통주)	8,610,587	8,610,587	8,610,587		8,610,587	8,610,587	8,610,587	
