	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,431	1,636	1,339		356	296	376	
영업이익	127	172	133		36	31	33	
영업이익(발표기준)	127	172	133		36	31	33	
세전계속사업이익	123	177	141		38	38	28	
당기순이익	107	139	82		30	2	21	
당기순이익(지배)	107	139	82		30	2	21	
당기순이익(비지배)	0							
자산총계	1,289	1,476	1,474		1,463	1,423	1,474	
부채총계	266	345	295		306	264	295	
자본총계	1,023	1,131	1,179		1,157	1,160	1,179	
자본총계(지배)	1,023	1,131	1,179		1,157	1,160	1,179	
자본총계(비지배)	0							
자본금	88	88	88		88	88	88	
영업활동현금흐름	149	149	151		48	38	39	
투자활동현금흐름	-37	-86	-37		-5	-3	-24	
재무활동현금흐름	-27	-27	-32		-32			
CAPEX	8	19	17		5	3	2	
FCF	141	130	135		43	35	38	
이자발생부채	0	0	0		0	0	0	
영업이익률	8.88	10.51	9.96		10.14	10.36	8.77	
순이익률	7.50	8.48	6.14		8.36	0.78	5.56	
ROE(%)	10.93	12.88	7.12		12.50	8.50	7.12	
ROA(%)	8.70	10.04	5.57		9.71	6.83	5.57	
부채비율	26.02	30.54	25.06		26.41	22.73	25.06	
자본유보율	1,101.68	1,224.95	1,279.67		1,255.26	1,257.88	1,279.67	
EPS(원)	612	791	469		169	13	119	
PER(배)	12.98	8.53	13.97		10.14	12.25	13.97	
BPS(원)	6,163	6,814	7,103		6,974	6,988	7,103	
PBR(배)	1.29	0.99	0.92		1.15	0.96	0.92	
현금DPS(원)	165	195	160		0	0	160	
현금배당수익률	2.08	2.89	2.44					
현금배당성향(%)	25.54	23.33	32.32		0.00	0.00	126.78	
발행주식수(보통주)	17,530,500	17,530,500	17,530,500		17,530,500	17,530,500	17,530,500	
