	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,380	2,625	3,136		752	733	1,086	
영업이익	187	147	215		122	94	-60	
영업이익(발표기준)	187	147	215		122	94	-60	
세전계속사업이익	185	170	249		127	104	-53	
당기순이익	139	120	173		84	93	-64	
당기순이익(지배)	140	121	173		84	93	-64	
당기순이익(비지배)	0							
자산총계	1,544	1,485	1,889		1,672	1,836	1,889	
부채총계	829	731	1,031		839	909	1,031	
자본총계	715	754	858		833	927	858	
자본총계(지배)	713	754	858		833	927	858	
자본총계(비지배)	2							
자본금	163	163	163		163	163	163	
영업활동현금흐름	75	97	103		85	163	-213	
투자활동현금흐름	-37	0	8		4	-9	31	
재무활동현금흐름	-75	-170	-83		-65	-47	28	
CAPEX	7	4	8		3	2	1	
FCF	68	93	96		82	161	-214	
이자발생부채	191	66	202		223	200	202	
영업이익률	5.54	5.60	6.87		16.21	12.85	-5.54	
순이익률	4.13	4.58	5.52		11.20	12.64	-5.87	
ROE(%)	20.41	16.51	21.46		17.30	20.31	21.46	
ROA(%)	9.23	7.95	10.26		8.46	10.26	10.26	
부채비율	115.86	96.98	120.13		100.72	98.07	120.13	
자본유보율	342.15	363.56	423.61		411.41	468.81	423.61	
EPS(원)	428	372	531		258	284	-196	
PER(배)	9.55	9.57	6.60		8.53	6.30	6.60	
BPS(원)	2,188	2,312	2,632		2,556	2,843	2,632	
PBR(배)	1.87	1.54	1.33		1.41	1.20	1.33	
현금DPS(원)	198	169	227		0	0	227	
현금배당수익률	4.84	4.75	6.49					
현금배당성향(%)	46.25	45.49	42.78		0.00	0.00	-115.96	
발행주식수(보통주)	32,600,000	32,600,000	32,600,000		32,600,000	32,600,000	32,600,000	
