	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,812	1,654	2,171		633	545	501	
영업이익	249	34	167		83	60	-4	
영업이익(발표기준)	249	34	167		83	60	-4	
세전계속사업이익	-115	36	99		63	56	-40	
당기순이익	-138	6	62		49	46	-49	
당기순이익(지배)	-139	7	63		50	46	-48	
당기순이익(비지배)	1							
자산총계	1,506	1,584	1,536		1,682	1,615	1,536	
부채총계	960	901	709		925	784	709	
자본총계	546	682	826		756	832	826	
자본총계(지배)	547	685	828		759	835	828	
자본총계(비지배)	-1							
자본금	332	355	367		355	358	367	
영업활동현금흐름	225	29	261		104	52	109	
투자활동현금흐름	-312	-161	-54		-14	-21	2	
재무활동현금흐름	99	167	-163		-83	-77	-42	
CAPEX	261	179	124		25	23	53	
FCF	-37	-150	137		79	29	56	
이자발생부채	496	567	358		537	459	358	
영업이익률	13.72	2.04	7.68		13.10	11.02	-0.71	
순이익률	-7.61	0.36	2.85		7.81	8.45	-9.73	
ROE(%)	-22.54	1.11	8.27		-2.42	4.01	8.27	
ROA(%)	-9.51	0.38	3.96		-1.13	1.90	3.96	
부채비율	175.94	132.12	85.84		122.33	94.18	85.84	
자본유보율	86.99	117.77	146.61		136.02	152.00	146.61	
EPS(원)	-214	10	88		71	66	-67	
PER(배)	N/A	281.62	31.02		N/A	65.32	31.02	
BPS(원)	842	984	1,150		1,091	1,191	1,150	
PBR(배)	5.93	2.89	2.39		2.54	2.54	2.39	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	65,517,274	70,146,898	72,561,128		70,146,898	70,661,301	72,561,128	
