	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	968	185	74		7	14	17	
영업이익	-25	-7	-32		-28	-14	23	
영업이익(발표기준)	-25	-7	-32		-28	-14	23	
세전계속사업이익	-59	-30	300		-50	-28	403	
당기순이익	-86	-488	272		-50	-32	375	
당기순이익(지배)	-86	-488	272		-50	-32	375	
당기순이익(비지배)	0							
자산총계	949	323	99		220	190	99	
부채총계	550	638	54		356	360	54	
자본총계	399	-315	45		-136	-169	45	
자본총계(지배)	399	-315	45		-136	-169	45	
자본총계(비지배)	0							
자본금	106	124	87		124	124	87	
영업활동현금흐름	-134	-45	-25		14	-28	6	
투자활동현금흐름	51	-1	-9		-29	27	-44	
재무활동현금흐름	76	14	21		11	1	20	
CAPEX	22	6	9		5	0	4	
FCF	-157	-51	-34		9	-28	3	
이자발생부채	352	329	5		262	273	5	
영업이익률	-2.54	-3.91	-43.85		-384.20	-103.88	130.36	
순이익률	-8.92	-264.11	369.35		-693.91	-235.79	2,145.54	
ROE(%)	-19.95	-1,166.81	-201.97		-363.32	-651.18	-201.97	
ROA(%)	-8.71	-76.67	129.02		-42.37	-39.93	129.02	
부채비율	137.91	-202.41	118.65		-262.46	-212.16	118.65	
자본유보율	273.32	-348.29	-40.33		-230.00	-255.84	-40.33	
EPS(원)	-17,210	-91,818	10,654		-8,544	-5,500	4,460	
PER(배)	N/A	N/A	0.18		N/A	N/A	0.18	
BPS(원)	79,376	-54,032	261		-23,221	-29,040	261	
PBR(배)	0.09	N/A	7.26		N/A	N/A	7.26	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	502,501	583,563	17,424,516		583,563	583,563	17,424,516	
