	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	3,294	3,133	2,921		787			
영업이익	103	103	103		30			
영업이익(발표기준)	103	103	103		30			
세전계속사업이익	111	51	73		22			
당기순이익	91	45	51		13			
당기순이익(지배)	91	45	51		13			
당기순이익(비지배)								
자산총계	2,166	2,365	2,354		2,308		2,354	
부채총계	1,550	1,557	1,377		1,460		1,377	
자본총계	617	808	977		848		977	
자본총계(지배)	617	808	977		848		977	
자본총계(비지배)								
자본금	32	32	42		32		42	
영업활동현금흐름	74	171	201					
투자활동현금흐름	-213	-126	-103					
재무활동현금흐름	143	-51	-93					
CAPEX	357	180	107					
FCF	-283	-10	94		0		0	
이자발생부채	1,058	1,007	880		897		880	
영업이익률	3.11	3.29	3.53		3.80			
순이익률	2.76	1.43	1.75		1.59			
ROE(%)	19.46	6.27	5.74					
ROA(%)	4.61	1.97	2.17					
부채비율	251.39	192.74	140.86		172.10		140.86	
자본유보율	1,865.57	1,993.31	1,868.99		2,120.55		1,868.99	
EPS(원)	1,443	709	782		199			
PER(배)			20.14					
BPS(원)	9,786	12,826	11,636		13,462		11,636	
PBR(배)	0.00	0.00	1.35		0.00		1.35	
현금DPS(원)	0	500			0	0		
현금배당수익률								
현금배당성향(%)	0.00	7.05	0.00		0.00			
발행주식수(보통주)	6,300,000	6,300,000	8,400,000		6,300,000	6,300,000	8,400,000	
