	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	574	581	516		133	138	123	
영업이익	1	9	17		3	9	5	
영업이익(발표기준)	1	9	17		3	9	5	
세전계속사업이익	2	-16	27		5	15	0	
당기순이익	-2	-16	23		4	11	3	
당기순이익(지배)	-1	-17	21		4	12	3	
당기순이익(비지배)	-1							
자산총계	654	624	666		632	649	666	
부채총계	130	112	132		108	115	132	
자본총계	524	513	534		524	534	534	
자본총계(지배)	514	502	522		511	522	522	
자본총계(비지배)	10							
자본금	115	115	115		115	115	115	
영업활동현금흐름	32	12	128		-10	42	39	
투자활동현금흐름	-2	8	-121		1	-32	-29	
재무활동현금흐름	-10	-5	-5		-3	-3	2	
CAPEX	7	1	2		0	1	0	
FCF	25	11	126		-10	41	39	
이자발생부채	5	0	13		9	8	13	
영업이익률	0.25	1.62	3.35		2.29	6.78	3.66	
순이익률	-0.31	-2.76	4.41		2.85	8.11	2.70	
ROE(%)	-0.21	-3.32	4.17		-3.03	-0.03	4.17	
ROA(%)	-0.26	-2.51	3.52		-2.13	0.33	3.52	
부채비율	24.86	21.80	24.65		20.71	21.47	24.65	
자본유보율	349.94	335.22	352.93		341.05	351.09	352.93	
EPS(원)	-5	-73	93		15	50	13	
PER(배)	N/A	N/A	26.06		N/A	N/A	26.06	
BPS(원)	2,233	2,180	2,270		2,222	2,271	2,270	
PBR(배)	1.47	1.03	1.07		1.18	1.00	1.07	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	23,000,000	23,000,000	23,000,000		23,000,000	23,000,000	23,000,000	
