	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	700	851	732		177	211	205	
영업이익	-63	-61	-37		-6	-24	8	
영업이익(발표기준)	-63	-61	-37		-6	-24	8	
세전계속사업이익	-115	-58	-121		65	-45	-120	
당기순이익	-103	-61	-117		46	-38	-97	
당기순이익(지배)	-100	-55	-117		44	-38	-97	
당기순이익(비지배)	-4							
자산총계	632	1,021	1,346		1,245	1,232	1,346	
부채총계	194	550	731		644	641	731	
자본총계	438	471	615		601	591	615	
자본총계(지배)	441	480	624		611	601	624	
자본총계(비지배)	-3							
자본금	65	66	82		71	71	82	
영업활동현금흐름	-94	-81	-50		-18	-5	-15	
투자활동현금흐름	62	-485	-306		17	-62	-232	
재무활동현금흐름	-38	568	313		143	-34	195	
CAPEX	2	32	188		12	16	151	
FCF	-96	-113	-238		-30	-21	-166	
이자발생부채	5	394	532		478	446	532	
영업이익률	-9.02	-7.20	-5.04		-3.49	-11.53	3.96	
순이익률	-14.76	-7.23	-16.00		26.01	-17.92	-47.39	
ROE(%)	-22.01	-12.04	-21.13		-4.74	-4.98	-21.13	
ROA(%)	-15.08	-7.44	-9.89		-2.98	-2.33	-9.89	
부채비율	44.19	116.81	118.89		107.02	108.42	118.89	
자본유보율	545.54	601.19	567.42		726.87	660.76	567.42	
EPS(원)	-824	-422	-822		313	-265	-638	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	3,534	3,829	3,964		4,472	4,396	3,964	
PBR(배)	3.33	3.00	1.72		1.77	1.56	1.72	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	13,089,256	13,144,440	16,362,358		14,268,908	14,276,624	16,362,358	
