	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	434	469	474		123	103	132	
영업이익	-53	15	-2		0	-2	-3	
영업이익(발표기준)	-53	15	-2		0	-2	-3	
세전계속사업이익	-73	19	21		8	-3	1	
당기순이익	-58	9	16		7	-2	-1	
당기순이익(지배)	-58	9	16		7	-2	-1	
당기순이익(비지배)								
자산총계	738	701	683		734	664	683	
부채총계	315	280	246		306	237	246	
자본총계	424	420	437		429	426	437	
자본총계(지배)	424	420	437		429	426	437	
자본총계(비지배)								
자본금	60	60	60		60	60	60	
영업활동현금흐름	-10	11	57		16	28	-4	
투자활동현금흐름	-35	74	5		23	-32	18	
재무활동현금흐름	45	-85	-46		16	-59	-1	
CAPEX	12	3	7		6	6	-6	
FCF	-22	7	50		10	22	2	
이자발생부채	197	124	92		150	92	92	
영업이익률	-12.18	3.13	-0.46		0.39	-2.31	-1.99	
순이익률	-13.28	1.99	3.48		5.49	-2.04	-0.63	
ROE(%)	-12.60	2.21	3.84		4.81	3.18	3.84	
ROA(%)	-7.66	1.30	2.38		2.79	1.99	2.38	
부채비율	74.25	66.62	56.36		71.34	55.69	56.36	
자본유보율	657.51	660.71	671.06		674.26	670.70	671.06	
EPS(원)	-481	78	137		56	-17	-7	
PER(배)	N/A	48.35	32.06		22.27	29.25	32.06	
BPS(원)	3,792	3,762	3,907		3,835	3,816	3,907	
PBR(배)	1.21	1.00	1.13		0.99	0.86	1.13	
현금DPS(원)	100	100	100		0	0	100	
현금배당수익률	2.17	2.66	2.27				2.42	
현금배당성향(%)	-19.38	119.78	67.87		0.00	0.00	-1,341.11	
발행주식수(보통주)	12,000,000	12,000,000	12,000,000		12,000,000	12,000,000	12,000,000	
