	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	967	707	411		115	103	112	
영업이익	-139	-143	34		13	-2	12	
영업이익(발표기준)	-139	-143	34		13	-2	12	
세전계속사업이익	-253	-174	-248		-23	-80	-132	
당기순이익	-238	-174	-249		-25	-80	-132	
당기순이익(지배)	-200	-135	-249		-25	-80	-132	
당기순이익(비지배)	-37							
자산총계	1,317	1,714	1,523		1,705	1,569	1,523	
부채총계	846	1,173	965		1,162	1,041	965	
자본총계	471	541	558		543	528	558	
자본총계(지배)	472	541	558		543	528	558	
자본총계(비지배)	-1							
자본금	273	294	516		320	375	516	
영업활동현금흐름	-192	-8	54		21	-35	72	
투자활동현금흐름	-210	-898	-114		-89	-16	-65	
재무활동현금흐름	512	915	-28		14	-21	-2	
CAPEX	132	783	73		23	16	24	
FCF	-323	-792	-19		-2	-51	48	
이자발생부채	645	1,029	831		1,047	965	831	
영업이익률	-14.39	-20.26	8.27		11.33	-1.82	10.94	
순이익률	-24.58	-24.66	-60.64		-21.73	-77.11	-118.02	
ROE(%)	-42.36	-26.68	-45.34		-29.44	-45.34	-45.34	
ROA(%)	-21.00	-11.50	-15.40		-11.77	-19.64	-15.40	
부채비율	179.60	216.81	172.75		214.02	197.00	172.75	
자본유보율	63.99	56.42	-10.88		44.20	19.31	-10.88	
EPS(원)	-507	-235	-357		-41	-118	-145	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	863	920	541		848	705	541	
PBR(배)	0.97	1.08	0.59		0.92	0.68	0.59	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	54,677,826	58,787,316	103,184,286		64,046,681	74,912,818	103,184,286	
