	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	408	449	272		64	127	106	
영업이익	79	60	-33		2	12	26	
영업이익(발표기준)	79	60	-33		2	12	26	
세전계속사업이익	71	64	-28		6	8	37	
당기순이익	62	57	-16		2	16	29	
당기순이익(지배)	62	57	-16		2	16	29	
당기순이익(비지배)								
자산총계	540	511	642		644	642	692	
부채총계	271	250	267		286	267	287	
자본총계	268	261	375		358	375	404	
자본총계(지배)	268	261	375		358	375	404	
자본총계(비지배)								
자본금	9	9	38		37	38	38	
영업활동현금흐름	22	112	-49		9	28	27	
투자활동현금흐름	2	-10	94		-51	50	-64	
재무활동현금흐름	-1	-40	15		80	-22	-8	
CAPEX	1	11	5		1	2	1	
FCF	21	100	-54		8	25	26	
이자발생부채	209	184	203		228	203	200	
영업이익률	19.37	13.38	-12.25		2.48	9.72	24.52	
순이익률	15.31	12.62	-5.76		3.74	12.22	27.23	
ROE(%)	27.65	20.41	-4.94			-4.94	9.29	
ROA(%)	12.67	10.35	-2.72			-2.72	5.68	
부채비율	101.19	95.90	71.15		80.03	71.15	70.97	
자본유보율	2,620.53	2,812.00	937.59		891.94	937.59	1,004.16	
EPS(원)	189	171	-43		7	42	77	
PER(배)			N/A			N/A	12.64	
BPS(원)	809	787	1,019		973	1,019	1,100	
PBR(배)			1.33		1.33	1.33	1.09	
현금DPS(원)	6	0	10		0	10		
현금배당수익률		0.00	0.74					
현금배당성향(%)	0.32	0.00	-23.43		0.00	23.61		
발행주식수(보통주)	33,141,514	33,141,514	37,536,388		37,536,388	37,536,388	37,536,388	
