	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	334	337	351		88	83	102	
영업이익	47	24	15		2	1	12	
영업이익(발표기준)	47	24	15		2	1	12	
세전계속사업이익	45	27	17		3	3	11	
당기순이익	38	22	16		2	2	11	
당기순이익(지배)	38	22	16		2	2	11	
당기순이익(비지배)								
자산총계	449	469	605		473	510	605	
부채총계	54	51	168		52	87	168	
자본총계	396	418	437		421	423	437	
자본총계(지배)	396	418	437		421	423	437	
자본총계(비지배)								
자본금	32	32	32		32	32	32	
영업활동현금흐름	56	42	34		13	13	9	
투자활동현금흐름	1	-54	-106		-4	-21	-76	
재무활동현금흐름			119		0	40	80	
CAPEX	39	56	71		4	10	53	
FCF	17	-14	-37		10	3	-44	
이자발생부채	0	0	120		0	40	120	
영업이익률	14.01	7.00	4.17		2.79	1.15	12.03	
순이익률	11.27	6.44	4.60		2.81	2.59	11.21	
ROE(%)	10.02	5.34	3.77		1.27	1.68	3.77	
ROA(%)	8.88	4.73	3.00		1.13	1.45	3.00	
부채비율	13.57	12.17	38.52		12.41	20.65	38.52	
자본유보율	1,152.94	1,225.24	1,282.90		1,233.41	1,240.24	1,282.90	
EPS(원)	597	344	255		39	34	180	
PER(배)	10.45	11.86	21.45		51.51	46.13	21.45	
BPS(원)	6,265	6,626	6,915		6,667	6,701	6,915	
PBR(배)	1.00	0.62	0.79		0.65	0.77	0.79	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	6,314,290	6,314,290	6,314,290		6,314,290	6,314,290	6,314,290	
