	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	366	350	355		75	106	89	
영업이익	-2	-62	-54		-10	-45	1	
영업이익(발표기준)	-2	-62	-54		-10	-45	1	
세전계속사업이익	-78	-191	-139		-11	-121	-11	
당기순이익	-52	-155	-233		-8	-219	-11	
당기순이익(지배)	-51	-143	-214		-7	-205	-8	
당기순이익(비지배)	-1							
자산총계	1,493	1,399	1,256		1,470	1,256	1,225	
부채총계	420	419	495		487	495	450	
자본총계	1,073	980	762		983	762	775	
자본총계(지배)	1,013	934	733		941	733	751	
자본총계(비지배)	60							
자본금	55	55	64		64	64	64	
영업활동현금흐름	2	-20	10		-21	-10	-14	
투자활동현금흐름	8	-123	-66		-1	22	-7	
재무활동현금흐름	3	72	54		-19	-10	0	
CAPEX	27	54	57		4	8	7	
FCF	-24	-75	-48		-25	-18	-21	
이자발생부채	373	361	409		412	409	383	
영업이익률	-0.41	-17.76	-15.31		-13.29	-42.83	1.54	
순이익률	-14.18	-44.32	-65.56		-11.14	-206.01	-12.35	
ROE(%)	-5.24	-14.70	-25.64		-12.39	-25.64	-26.42	
ROA(%)	-3.47	-10.73	-17.52		-9.25	-17.52	-18.49	
부채비율	39.11	42.78	64.96		49.50	64.96	58.07	
자본유보율	1,750.36	1,613.54	1,071.22		1,395.22	1,071.22	1,102.96	
EPS(원)	-81	-224	-334		-10	-321	-13	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,600	1,469	1,152		1,478	1,152	1,177	
PBR(배)	20.79	12.59	13.24		8.29	13.24	22.44	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	63,575,047	63,849,591	63,924,375		63,924,375	63,924,375	64,086,822	
