	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	760	860	961		256	252	278	
영업이익	-37	14	-2		-3	11	14	
영업이익(발표기준)	-37	14	-2		-3	11	14	
세전계속사업이익	-32	22	12		0	15	16	
당기순이익	-45	21	-1		0	15	3	
당기순이익(지배)	-46	19	-1		-2	15	4	
당기순이익(비지배)	0							
자산총계	1,018	1,017	1,066		996	1,026	1,066	
부채총계	121	131	172		133	152	172	
자본총계	897	886	894		863	875	894	
자본총계(지배)	868	854	861		830	842	861	
자본총계(비지배)	30							
자본금	51	51	51		51	51	51	
영업활동현금흐름	6	-54	140		27	39	65	
투자활동현금흐름	3	72	-145		-24	-58	-54	
재무활동현금흐름	-4	-24	-6		-4	6	-7	
CAPEX	8	3	5		1	1	1	
FCF	-2	-57	136		26	38	64	
이자발생부채	0	0	4		0	6	4	
영업이익률	-4.84	1.66	-0.23		-1.06	4.37	5.12	
순이익률	-5.98	2.44	-0.11		0.01	6.12	1.24	
ROE(%)	-5.12	2.16	-0.14		0.76	2.51	-0.14	
ROA(%)	-4.36	2.06	-0.10		1.07	2.52	-0.10	
부채비율	13.52	14.83	19.24		15.43	17.32	19.24	
자본유보율	1,734.49	1,759.69	1,748.88		1,711.75	1,741.69	1,748.88	
EPS(원)	-449	183	-12		-22	150	36	
PER(배)	N/A	20.55	N/A		69.26	18.00	N/A	
BPS(원)	9,252	9,692	9,801		9,448	9,586	9,801	
PBR(배)	0.57	0.39	0.41		0.46	0.39	0.41	
현금DPS(원)	50	50	50		0	0	50	
현금배당수익률	0.95	1.33	1.26					
현금배당성향(%)	-10.23	23.67	-356.94		0.00	0.00	119.66	
발행주식수(보통주)	10,200,765	10,210,765	10,210,765		10,210,765	10,210,765	10,210,765	
