	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	954	1,121	1,656		304	305	509	
영업이익	24	134	283		57	75	65	
영업이익(발표기준)	24	134	283		57	75	65	
세전계속사업이익	-31	137	270		49	78	59	
당기순이익	-28	100	211		37	61	44	
당기순이익(지배)	-26	104	211		39	60	44	
당기순이익(비지배)	-2							
자산총계	938	1,331	1,583		1,263	1,284	1,583	
부채총계	411	855	910		696	656	910	
자본총계	527	477	673		567	628	673	
자본총계(지배)	535	489	686		582	642	686	
자본총계(비지배)	-8							
자본금	54	54	54		54	54	54	
영업활동현금흐름	27	86	228		101	115	-11	
투자활동현금흐름	3	-169	-89		-28	-20	-24	
재무활동현금흐름	-15	64	-57		-28	0	-30	
CAPEX	8	154	48		4	9	29	
FCF	19	-68	180		97	106	-40	
이자발생부채	86	175	137		164	167	137	
영업이익률	2.55	11.95	17.11		18.88	24.46	12.74	
순이익률	-2.98	8.94	12.73		12.30	20.01	8.74	
ROE(%)	-4.73	20.26	36.00		36.47	42.05	36.00	
ROA(%)	-2.92	8.83	14.46		18.17	22.33	14.46	
부채비율	77.84	179.38	135.23		122.64	104.42	135.23	
자본유보율	974.03	932.10	1,304.16		1,109.51	1,221.75	1,304.16	
EPS(원)	-246	969	1,974		361	561	412	
PER(배)	N/A	5.08	5.98		4.40	4.39	5.98	
BPS(원)	5,268	5,115	7,176		6,085	6,714	7,176	
PBR(배)	0.68	0.96	1.64		1.37	1.51	1.64	
현금DPS(원)	0	150	350		0	0	350	
현금배당수익률	0.00	3.05	2.97					
현금배당성향(%)	0.00	13.82	15.82		0.00	0.00	75.79	
발행주식수(보통주)	10,713,625	10,713,625	10,713,625		10,713,625	10,713,625	10,713,625	
