	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,129	1,940	2,282		601	557	634	
영업이익	-4	10	28		8	5	13	
영업이익(발표기준)	-4	10	28		8	5	13	
세전계속사업이익	-4	10	20		5	7	6	
당기순이익	-5	7	15		5	6	2	
당기순이익(지배)	-6	6	14		4	6	1	
당기순이익(비지배)	1							
자산총계	1,669	1,765	1,890		1,854	1,854	1,890	
부채총계	999	1,080	1,181		1,156	1,148	1,181	
자본총계	669	686	708		697	706	708	
자본총계(지배)	664	680	701		690	699	701	
자본총계(비지배)	5							
자본금	50	50	50		50	50	50	
영업활동현금흐름	75	-14	59		44	-42	21	
투자활동현금흐름	-119	-73	-70		-26	0	-42	
재무활동현금흐름	28	85	-8		-51	38	15	
CAPEX	113	61	78		19	10	45	
FCF	-38	-75	-19		25	-51	-24	
이자발생부채	435	515	544		472	519	544	
영업이익률	-0.18	0.50	1.22		1.35	0.88	2.00	
순이익률	-0.22	0.34	0.68		0.80	1.16	0.25	
ROE(%)	-0.84	0.87	2.08		1.64	3.23	2.08	
ROA(%)	-0.29	0.38	0.85		0.70	1.27	0.85	
부채비율	149.28	157.44	166.82		165.86	162.61	166.82	
자본유보율	1,241.55	1,269.00	1,299.99		1,282.46	1,295.03	1,299.99	
EPS(원)	-56	58	144		44	63	12	
PER(배)	N/A	134.22	51.35		90.30	35.82	51.35	
BPS(원)	6,712	6,868	7,078		6,974	7,057	7,078	
PBR(배)	1.82	1.14	1.04		1.44	1.12	1.04	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	10,000,000	10,000,000	10,000,000		10,000,000	10,000,000	10,000,000	
