	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	221	764	623		178	119	105	
영업이익	76	166	87		28	-3	19	
영업이익(발표기준)	76	166	87		28	-3	19	
세전계속사업이익	29	100	-71		21	-149	20	
당기순이익	4	62	-92		16	-150	13	
당기순이익(지배)	4	62	-92		16	-150	13	
당기순이익(비지배)								
자산총계	1,140	1,251	1,039		1,291	1,039	1,012	
부채총계	654	484	353		408	353	271	
자본총계	487	767	686		884	686	741	
자본총계(지배)	487	767	686		848	686	741	
자본총계(비지배)								
자본금	53	74	79		79	79	82	
영업활동현금흐름	92	33	99		51	13	2	
투자활동현금흐름	-809	-43	-46		-64	54	22	
재무활동현금흐름	794	48	-110		25	-65	-32	
CAPEX	5	31	70		25	17	4	
FCF	87	2	29		25	-4	-2	
이자발생부채	518	369	269		323	269	202	
영업이익률	34.38	21.74	13.97		15.65	-2.15	18.53	
순이익률	1.93	8.13	-14.70		9.05	-125.87	12.34	
ROE(%)	1.46	9.90	-12.60		7.73	-12.60	-13.32	
ROA(%)	0.68	5.19	-7.99		5.02	-7.99	-8.98	
부채비율	134.30	63.02	51.49		46.11	51.49	36.57	
자본유보율	816.46	938.36	787.19		978.17	787.19	816.05	
EPS(원)	47	508	-599		104	-966	81	
PER(배)	180.04	17.81	N/A		13.50	N/A	N/A	
BPS(원)	4,604	5,164	4,422		5,463	4,422	4,593	
PBR(배)	1.84	1.75	1.24		1.01	1.24	1.20	
현금DPS(원)	0	108			0			
현금배당수익률	0.00	1.19						
현금배당성향(%)	0.00	25.86	0.00		0.00	0.00		
발행주식수(보통주)	10,579,872	14,867,550	15,527,195		15,527,195	15,527,195	16,138,934	
