	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	210	126	542		180	79	147	
영업이익	-2	-38	2		2	25	4	
영업이익(발표기준)	-2	-38	2		2	25	4	
세전계속사업이익	7	-31	7		5	24	8	
당기순이익	7	-31	7		5	24	8	
당기순이익(지배)	8	-31	7		5	24	8	
당기순이익(비지배)	-1							
자산총계	441	548	433		427	433	411	
부채총계	54	203	84		99	84	61	
자본총계	386	345	349		328	349	350	
자본총계(지배)	386	345	349		328	349	350	
자본총계(비지배)	0							
자본금	86	86	86		86	86	86	
영업활동현금흐름	43	-51	66		-57	93	0	
투자활동현금흐름	1	106	-97		85	-73	-12	
재무활동현금흐름	-10	-7	-3		-1	-6	-5	
CAPEX	2	0	3		0			
FCF	40	-52	63		-57	93	0	
이자발생부채	0	0	2		3	2	3	
영업이익률	-0.85	-29.88	0.32		1.15	30.98	3.06	
순이익률	3.38	-24.44	1.33		2.56	29.70	5.22	
ROE(%)	1.97	-8.39	2.08		-9.47	2.08	5.20	
ROA(%)	1.59	-6.21	1.47		-6.79	1.47	3.79	
부채비율	14.03	58.81	24.04		30.11	24.04	17.58	
자본유보율	379.88	345.38	352.86		328.99	352.86	361.96	
EPS(원)	18	-72	17		11	55	18	
PER(배)	75.22	N/A	91.00		N/A	91.01	27.42	
BPS(원)	960	868	876		823	876	886	
PBR(배)	1.41	1.67	1.74		1.89	1.74	1.29	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	42,857,933	42,967,933	43,047,933		43,047,933	43,047,933	43,067,933	
