	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	265	294	358					
영업이익	18	16	32					
영업이익(발표기준)	18	16	32					
세전계속사업이익	18	17	32					
당기순이익	13	15	27					
당기순이익(지배)	13	15	27					
당기순이익(비지배)								
자산총계	157	193	241				241	
부채총계	68	65	59				59	
자본총계	89	128	182				182	
자본총계(지배)	89	128	182				182	
자본총계(비지배)								
자본금	6	13	15				15	
영업활동현금흐름	25	7	-43					
투자활동현금흐름	-9	6	-20					
재무활동현금흐름	4	16	34					
CAPEX	8	1	0					
FCF		5	-43				0	
이자발생부채	10	0	10				10	
영업이익률	6.61	5.27	8.96					
순이익률	4.93	4.96	7.55					
ROE(%)		13.43	17.41					
ROA(%)		8.34	12.45					
부채비율	76.41	50.32	32.54				32.54	
자본유보율	1,343.43	846.09	1,076.06				1,076.06	
EPS(원)	56	59	98					
PER(배)								
BPS(원)	379	497	620				620	
PBR(배)								
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)		0.00	0.00					
발행주식수(보통주)	23,507,852	25,858,637	29,384,815		25,858,637	29,384,815	29,384,815	
