	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	194	208	178		39	53	51	
영업이익	16	8	-33		-7	-2	-19	
영업이익(발표기준)	16	8	-33		-7	-2	-19	
세전계속사업이익	7	-14	-56		-22	-2	-27	
당기순이익	7	-16	-58		-22	-2	-31	
당기순이익(지배)	7	-16	-58		-22	-2	-31	
당기순이익(비지배)								
자산총계	199	304	223		211	233	223	
부채총계	121	112	65		31	54	65	
자본총계	77	191	158		180	178	158	
자본총계(지배)	77	191	158		180	178	158	
자본총계(비지배)								
자본금	9	18	20		20	20	20	
영업활동현금흐름	-12	11	-33		-10	25	-21	
투자활동현금흐름	-7	-14	57		-1	-25	4	
재무활동현금흐름	-2	1	-46		-80	0	35	
CAPEX	3	16	1		1	0	0	
FCF	-15	-5	-34		-11	24	-21	
이자발생부채	52	74	34		2	4	34	
영업이익률	8.05	4.00	-18.32		-18.08	-4.41	-36.90	
순이익률	3.58	-7.48	-32.49		-56.09	-3.75	-59.75	
ROE(%)	9.50	-11.59	-33.18		-10.08	-13.50	-33.18	
ROA(%)	3.63	-6.19	-21.98		-6.81	-9.04	-21.98	
부채비율	156.79	58.88	41.34		17.27	30.52	41.34	
자본유보율	735.11	953.97	677.32		817.72	807.66	677.32	
EPS(원)	39	-86	-299		-112	-10	-155	
PER(배)		N/A	N/A		N/A	N/A	N/A	
BPS(원)	427	1,055	780		918	909	780	
PBR(배)		1.60	2.15		6.65	2.21	2.15	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	18,152,087	18,152,087	20,249,101		19,652,087	19,652,087	20,249,101	
