	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	672	882	765		152	183	199	
영업이익	29	48	13		-9	3	8	
영업이익(발표기준)	29	48	13		-9	3	8	
세전계속사업이익	43	35	-21		-21	-11	4	
당기순이익	44	33	-15		-19	-6	4	
당기순이익(지배)	44	33	-15		-19	-6	4	
당기순이익(비지배)								
자산총계	699	718	842		859	842	882	
부채총계	224	215	362		369	362	401	
자본총계	475	503	480		490	480	481	
자본총계(지배)	475	503	480		490	480	481	
자본총계(비지배)								
자본금	23	23	23		23	23	23	
영업활동현금흐름	-6	17	53		0	15	-36	
투자활동현금흐름	16	13	-130		-69	17	18	
재무활동현금흐름	-8	-18	90		67	-7	-7	
CAPEX	26	20	20		5	2	3	
FCF	-32	-3	33		-5	13	-40	
이자발생부채	98	84	247		253	247	241	
영업이익률	4.33	5.41	1.71		-5.79	1.51	3.91	
순이익률	6.59	3.76	-1.95		-12.20	-3.21	2.07	
ROE(%)	9.68	6.79	-3.03		-2.58	-3.03	-2.95	
ROA(%)	6.49	4.69	-1.91		-1.63	-1.91	-1.76	
부채비율	47.07	42.73	75.28		75.33	75.28	83.46	
자본유보율	2,060.42	2,168.90	2,069.52		2,113.13	2,069.52	2,071.81	
EPS(원)	978	732	-328		-409	-130	91	
PER(배)	49.41	48.76	N/A		N/A	N/A	N/A	
BPS(원)	13,103	13,872	13,249		13,514	13,249	13,260	
PBR(배)	3.69	2.57	2.34		2.21	2.34	1.87	
현금DPS(원)	100	100	100		0	100		
현금배당수익률	0.21	0.28	0.32					
현금배당성향(%)	8.18	10.92	-24.36		0.00	-61.76		
발행주식수(보통주)	4,532,000	4,532,000	4,532,000		4,532,000	4,532,000	4,532,000	
