	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,008	2,004	2,212		588	717	482	
영업이익	390	345	439		120	154	85	
영업이익(발표기준)	390	345	439		120	154	85	
세전계속사업이익	433	347	435		110	152	85	
당기순이익	321	248	326		78	124	58	
당기순이익(지배)	321	248	326		78	124	58	
당기순이익(비지배)	0							
자산총계	2,786	3,007	3,366		3,301	3,475	3,366	
부채총계	606	599	588		670	706	588	
자본총계	2,181	2,408	2,779		2,631	2,769	2,779	
자본총계(지배)	2,181	2,408	2,779		2,631	2,769	2,779	
자본총계(비지배)								
자본금	682	678	690		700	702	690	
영업활동현금흐름	387	-251	550		51	183	216	
투자활동현금흐름	-220	9	6		2	1	-3	
재무활동현금흐름	-21	13	-25		0	13	-23	
CAPEX	267	68	1		0	-3	3	
FCF	120	-319	549		50	186	213	
이자발생부채	365	385	368		383	398	368	
영업이익률	19.44	17.23	19.85		20.43	21.53	17.59	
순이익률	15.98	12.39	14.72		13.31	17.33	11.94	
ROE(%)	15.32	10.82	12.56		11.54	12.19	12.54	
ROA(%)	11.71	8.57	10.22		9.04	9.56	10.21	
부채비율	27.77	24.89	21.14		25.49	25.49	21.14	
자본유보율	219.05	252.34	298.74		272.78	290.42	298.74	
EPS(원)	401	310	407		98	155	72	
PER(배)	5.37	3.67	2.62		3.36	3.08	2.62	
BPS(원)	2,726	3,010	3,473		3,288	3,461	3,473	
PBR(배)	0.79	0.38	0.31		0.37	0.35	0.31	
현금DPS(원)	31							
현금배당수익률	1.42							
현금배당성향(%)	2.25	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	80,000,000	80,000,000	80,000,000		80,000,000	80,000,000	80,000,000	
