	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,518	2,594	3,087	3,400		799	718	
영업이익	107	159	262	300		86	56	
영업이익(발표기준)	107	159	262			86	56	
세전계속사업이익	82	115	224			88	37	
당기순이익	71	84	161			72	21	
당기순이익(지배)	65	84	161	215		72	21	
당기순이익(비지배)								
자산총계	1,329	1,232	1,708		1,688	1,849	1,708	
부채총계	1,080	916	1,226		1,297	1,381	1,226	
자본총계	249	316	482		391	468	482	
자본총계(지배)	242	316	482		391	468	482	
자본총계(비지배)								
자본금	69	69	69		69	69	69	
영업활동현금흐름	98	190	193			113	27	
투자활동현금흐름	-234	-39	-174			-104	0	
재무활동현금흐름	123	-128	145			83	-97	
CAPEX	38	47	175			105	39	
FCF	60	143	18		0	8	-13	
이자발생부채	577	468	675		863	951	675	
영업이익률	7.05	6.14	8.50	8.82		10.75	7.87	
순이익률	4.69	3.25	5.22			9.01	2.86	
ROE(%)	41.00	30.20	40.34					
ROA(%)	7.72	6.59	10.96					
부채비율	432.95	289.39	254.37		331.60	294.96	254.37	
자본유보율	343.57	454.44	682.96		546.84	651.13	682.96	
EPS(원)	651	611	1,167	1,066		521	149	
PER(배)				5.70				
BPS(원)	1,755	2,293	3,492		2,834	3,392	3,492	
PBR(배)	0.00	0.00	0.00		0.00	0.00	0.00	
현금DPS(원)	0	0			0	0		
현금배당수익률								
현금배당성향(%)	0.00	0.00				0.00		
발행주식수(보통주)	13,800,000	13,800,000	13,800,000		13,800,000	13,800,000	13,800,000	
