	2016/12	2017/12	2018/12	2019/12	2019/03	2019/06	2019/09	2019/12
매출액	1,676	1,573	1,272		297	282	281	
영업이익	324	295	219		54	41	48	
영업이익(발표기준)	342	283	225		52	44	51	
세전계속사업이익	324	269	220		40	40	32	
당기순이익	279	200	174		27	29	22	
당기순이익(지배)	279	200	174		27	29	22	
당기순이익(비지배)								
자산총계	4,177	4,190	4,596		4,724	4,728	4,711	
부채총계	196	115	245		333	267	216	
자본총계	3,981	4,075	4,351		4,391	4,461	4,495	
자본총계(지배)	3,981	4,075	4,351		4,391	4,461	4,495	
자본총계(비지배)								
자본금	930	1,006	1,023		1,069	1,079	1,082	
영업활동현금흐름	193	302	457		4	103	122	
투자활동현금흐름	140	-960	-31		-99	-484	-135	
재무활동현금흐름	61	105	122		0	-8	-10	
CAPEX	126	643	43		110	152	138	
FCF	68	-341	414		-105	-49	-16	
이자발생부채	17	21	109		100	93	84	
영업이익률	19.35	18.75	17.23		18.29	14.67	16.94	
순이익률	16.67	12.71	13.68		9.18	10.32	7.86	
ROE(%)	7.24	4.96	4.13		3.82	3.08	2.63	
ROA(%)	6.70	4.78	3.96		3.58	2.93	2.51	
부채비율	4.93	2.81	5.62		7.57	5.97	4.80	
자본유보율	328.05	305.14	321.90		310.61	310.08	312.11	
EPS(원)	271	180	151		22	23	18	
PER(배)	4.76	5.41	3.74		3.67	4.34	4.75	
BPS(원)	3,755	3,536	3,776		3,548	3,605	3,632	
PBR(배)	0.34	0.28	0.15		0.15	0.14	0.12	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	106,020,009	115,239,670	115,239,670		123,759,593	123,759,593	123,759,593	
