	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	442	421	418		115	105	96	
영업이익	-68	-32	-2		0	2	-4	
영업이익(발표기준)	-68	-32	-2		0	2	-4	
세전계속사업이익	-128	-43	-32		-3	-2	-25	
당기순이익	-128	-43	-32		-3	-2	-25	
당기순이익(지배)	-129	-43	-32		-3	-1	-25	
당기순이익(비지배)								
자산총계	621	643	604		642	624	604	
부채총계	617	450	442		455	438	442	
자본총계	4	193	162		187	186	162	
자본총계(지배)	-39	149	118		143	142	118	
자본총계(비지배)								
자본금	48	105	105		105	105	105	
영업활동현금흐름	43	1	-17		-4	-5	-5	
투자활동현금흐름	-27	-21	5		-4	-3	17	
재무활동현금흐름	-13	56	-15		-6	-2	-9	
CAPEX	26	21	25		5	4	11	
FCF	16	-20	-41		-9	-8	-17	
이자발생부채	379	213	201		213	212	201	
영업이익률	-15.40	-7.57	-0.53		0.06	2.14	-4.39	
순이익률	-29.05	-10.15	-7.71		-2.62	-1.55	-26.42	
ROE(%)	-669.50	-77.53	-23.62		5.87	10.31	-23.62	
ROA(%)	-19.70	-6.76	-5.17		1.68	2.92	-5.17	
부채비율	15,762.67	233.79	273.90		243.04	235.90	273.90	
자본유보율	-418.52	-77.53	-98.02		-82.44	-83.79	-98.02	
EPS(원)	-2,705	-420	-302		-30	-14	-239	
PER(배)	N/A	N/A	N/A		29.24	15.34	N/A	
BPS(원)	-811	1,422	1,132		1,371	1,358	1,132	
PBR(배)	N/A	1.58	2.28		2.30	2.07	2.28	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	4,757,940	10,457,940	10,457,940		10,457,940	10,457,940	10,457,940	
