	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	302	307	581		201	184	89	
영업이익	12	3	-12		-2	-8	1	
영업이익(발표기준)	12	3	-12		-2	-8	1	
세전계속사업이익	8	-34	-256		-131	-159	17	
당기순이익	-28	-31	-253		-117	-163	17	
당기순이익(지배)	-28	-31	-253		-117	-163	17	
당기순이익(비지배)								
자산총계	142	388	380		565	380	256	
부채총계	48	325	240		456	240	100	
자본총계	94	63	139		109	139	156	
자본총계(지배)	94	63	139		109	139	156	
자본총계(비지배)								
자본금	58	58	74		65	74	74	
영업활동현금흐름	-4	19	-159		-17	-9	20	
투자활동현금흐름	29	-273	47		15	-35	60	
재무활동현금흐름	-3	236	165		-10	45	-112	
CAPEX	15	121	25		2	12	0	
FCF	-20	-103	-184		-19	-21	20	
이자발생부채	0	187	159		258	159	65	
영업이익률	4.12	0.90	-2.01		-0.95	-4.17	0.87	
순이익률	-9.15	-9.96	-43.63		-58.13	-88.29	19.02	
ROE(%)	-29.52	-39.13	-250.67		-108.25	-250.67	-216.16	
ROA(%)	-19.10	-11.54	-65.97		-20.84	-65.97	-70.46	
부채비율	51.44	519.17	172.48		416.75	172.48	64.00	
자본유보율	73.30	24.41	100.47		83.06	100.47	122.94	
EPS(원)	-256	-264	-2,039		-924	-1,188	113	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	810	542	940		844	940	1,053	
PBR(배)	3.35	15.03	8.89		11.37	8.89	1.69	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	11,563,534	11,563,534	14,833,246		12,960,749	14,833,246	14,833,246	
