	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	435	452	424		102	105	123	
영업이익	33	47	34		1	11	17	
영업이익(발표기준)	33	47	34		1	11	17	
세전계속사업이익	-68	33	25		1	15	5	
당기순이익	-72	32	15		-1	12	1	
당기순이익(지배)	-73	30	14		-1	11	0	
당기순이익(비지배)	1							
자산총계	810	866	869		849	854	869	
부채총계	349	421	432		427	420	432	
자본총계	461	446	437		422	434	437	
자본총계(지배)	453	437	427		414	425	427	
자본총계(비지배)	8							
자본금	55	55	55		55	55	55	
영업활동현금흐름	77	52	32		11	17	-17	
투자활동현금흐름	-39	-28	-51		-21	-51	28	
재무활동현금흐름	-40	17	26		-16	17	34	
CAPEX	22	16	52		27	25	-2	
FCF	56	37	-20		-16	-8	-15	
이자발생부채	192	247	299		249	266	299	
영업이익률	7.51	10.38	7.92		1.02	10.85	13.82	
순이익률	-16.68	7.03	3.44		-1.27	11.46	0.68	
ROE(%)	-14.48	6.83	3.13		5.83	6.28	3.13	
ROA(%)	-8.74	3.79	1.68		2.93	3.25	1.68	
부채비율	75.84	94.46	98.96		101.23	96.83	98.96	
자본유보율	795.31	858.65	845.52		817.11	837.28	845.52	
EPS(원)	-663	276	123		-8	101	1	
PER(배)	N/A	15.40	30.93		18.78	16.01	30.93	
BPS(원)	4,315	4,185	4,091		3,966	4,072	4,091	
PBR(배)	1.15	1.02	0.93		1.06	0.97	0.93	
현금DPS(원)	350	250	250		0	0	250	
현금배당수익률	7.07	5.88	6.58					
현금배당성향(%)	-50.44	85.92	192.99		0.00	0.00	19,909.38	
발행주식수(보통주)	11,013,678	11,013,678	11,013,678		11,013,678	11,013,678	11,013,678	
