	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,076	1,175	1,381		371	339	367	
영업이익	2	-39	37		21	9	12	
영업이익(발표기준)	2	-39	37		21	9	12	
세전계속사업이익	9	-88	560		49	3	518	
당기순이익	12	-100	440		50	1	400	
당기순이익(지배)	13	-102	436		49	1	399	
당기순이익(비지배)	-1							
자산총계	1,454	1,747	2,415		1,806	1,774	2,415	
부채총계	518	849	962		866	836	962	
자본총계	936	898	1,453		940	938	1,453	
자본총계(지배)	869	809	1,359		850	847	1,359	
자본총계(비지배)	67							
자본금	152	155	155		155	155	155	
영업활동현금흐름	18	-186	0		29	-34	35	
투자활동현금흐름	-87	-29	-56		5	-29	-20	
재무활동현금흐름	58	310	7		-52	51	-7	
CAPEX	29	40	46		7	22	6	
FCF	-11	-226	-46		22	-56	30	
이자발생부채	279	441	470		464	458	470	
영업이익률	0.19	-3.34	2.68		5.59	2.73	3.26	
순이익률	1.07	-8.47	31.84		13.53	0.38	109.06	
ROE(%)	1.60	-12.17	40.27		-7.05	-3.73	40.27	
ROA(%)	0.80	-6.22	21.13		-3.48	-1.82	21.13	
부채비율	55.28	94.55	66.18		92.06	89.16	66.18	
자본유보율	470.68	431.82	720.88		459.89	460.29	720.88	
EPS(원)	44	-332	1,410		159	2	1,288	
PER(배)	249.47	N/A	5.94		N/A	N/A	5.94	
BPS(원)	2,909	2,658	4,446		2,790	2,780	4,446	
PBR(배)	3.76	3.91	1.89		3.03	2.62	1.89	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	30,355,332	30,915,143	31,029,957		30,945,143	30,945,143	31,029,957	
