	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	440	487	839		223	256	271	
영업이익	3	4	7		-1	0	6	
영업이익(발표기준)	3	4	7		-1	0	6	
세전계속사업이익	29	-29	-427		-18	-182	16	
당기순이익	18	-23	-383		-18	-162	16	
당기순이익(지배)	18	-23	-383		-18	-162	16	
당기순이익(비지배)								
자산총계	1,067	1,137	1,255		1,228	1,255	1,242	
부채총계	490	580	815		748	815	724	
자본총계	577	557	440		480	440	518	
자본총계(지배)	577	557	440		480	440	518	
자본총계(비지배)								
자본금	116	116	123		121	123	124	
영업활동현금흐름	-33	-51	-18		-9	25	4	
투자활동현금흐름	-2	-8	-20		-1	-42	-25	
재무활동현금흐름	58	43	54		-11	24	6	
CAPEX	10	67	29		5	-12	21	
FCF	-43	-118	-46		-14	38	-17	
이자발생부채	407	440	420		446	420	425	
영업이익률	0.71	0.75	0.86		-0.34	0.14	2.20	
순이익률	4.03	-4.63	-45.71		-7.90	-63.19	6.01	
ROE(%)	3.14	-3.98			-44.42	-77.19		
ROA(%)	1.70	-2.05			-19.86	-32.18		
부채비율	84.89	104.05	185.27		155.81	185.22	139.63	
자본유보율	394.52	375.94	257.91		297.58	257.91	317.63	
EPS(원)	15	-19	-321		-15	-133	13	
PER(배)	51.12	N/A	N/A		N/A	N/A		
BPS(원)	496	479	357		396	357	416	
PBR(배)	1.57	2.47	16.74		12.13	16.74	12.39	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	116,391,006	116,391,006	123,154,517		121,180,836	123,154,517	124,498,246	
