	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	71	76	98		24	41	26	
영업이익	-15	9	-22		-1	-2	-17	
영업이익(발표기준)	-15	9	-22		-1	-2	-17	
세전계속사업이익	-12	15	131		58	154	-79	
당기순이익	-12	17	131		58	154	-79	
당기순이익(지배)	-12	17	131		58	154	-79	
당기순이익(비지배)								
자산총계	134	243	909		766	768	909	
부채총계	21	10	249		327	175	249	
자본총계	113	234	660		439	593	660	
자본총계(지배)	113	234	660		439	593	660	
자본총계(비지배)								
자본금	118	145	198		168	168	198	
영업활동현금흐름	-4	-17	-38		-103	56	11	
투자활동현금흐름	-43	-159	-550		125	-50	-254	
재무활동현금흐름	46	180	663		149	0	144	
CAPEX			3		0	0	2	
FCF	-4	-17	-41		-103	55	8	
이자발생부채	4	0	99		73	84	99	
영업이익률	-21.64	12.18	-22.96		-3.15	-3.92	-65.96	
순이익률	-17.11	21.99	133.98		240.83	371.59	-304.17	
ROE(%)	-14.18	9.60	29.38		26.73	56.19	29.38	
ROA(%)	-9.40	8.82	22.78		16.51	44.55	22.78	
부채비율	18.24	4.15	37.76		74.51	29.52	37.76	
자본유보율	-3.50	77.52	244.82		175.12	266.63	244.82	
EPS(원)	-55	70	397		177	458	-213	
PER(배)	N/A	70.18	7.52		15.91	4.34	7.52	
BPS(원)	479	836	1,709		1,347	1,819	1,709	
PBR(배)	5.55	5.86	1.75		3.18	1.59	1.75	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	23,641,211	28,995,962	39,661,591		33,661,591	33,661,591	39,661,591	
