	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	527	541	667		178	175	186	
영업이익	10	14	18		5	4	5	
영업이익(발표기준)	10	14	18		5	4	5	
세전계속사업이익	2	5	9		2	1	3	
당기순이익	2	4	9		2	1	4	
당기순이익(지배)	2	4	9		2	1	4	
당기순이익(비지배)								
자산총계	778	802	873		860	848	873	
부채총계	270	291	353		346	332	353	
자본총계	507	510	519		514	516	519	
자본총계(지배)	507	510	519		514	516	519	
자본총계(비지배)								
자본금	387	387	387		387	387	387	
영업활동현금흐름	-8	5	2		7	0	32	
투자활동현금흐름	-2	-4	-4		-5	-5	6	
재무활동현금흐름	-5		28		30	-1	-1	
CAPEX	4	10	3		5	5	-7	
FCF	-12	-5	-1		2	-5	38	
이자발생부채	117	117	151		179	152	151	
영업이익률	1.85	2.67	2.63		2.64	2.09	2.87	
순이익률	0.32	0.76	1.36		1.16	0.79	2.00	
ROE(%)	0.34	0.81	1.77		0.60	0.86	1.82	
ROA(%)	0.22	0.52	1.09		0.37	0.54	1.12	
부채비율	53.30	57.08	68.05		67.24	64.39	68.05	
자본유보율	31.78	33.45	35.54		34.49	34.84	35.54	
EPS(원)	2	5	12		3	2	5	
PER(배)	565.88	428.26	206.14		803.80	634.49	199.73	
BPS(원)	655	659	671		664	666	671	
PBR(배)	1.89	3.47	3.61		4.83	5.42	3.61	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	77,456,610	77,456,610	77,456,610		77,456,610	77,456,610	77,456,610	
