	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	415	499	586		144	150	160	
영업이익	16	26	26		6	6	10	
영업이익(발표기준)	16	26	26		6	6	10	
세전계속사업이익	29	37	38		19	10	3	
당기순이익	28	61	31		11	10	3	
당기순이익(지배)	28	61	31		11	10	3	
당기순이익(비지배)								
자산총계	1,096	1,144	1,922		1,202	1,931	1,922	
부채총계	116	104	121		146	132	121	
자본총계	979	1,040	1,802		1,057	1,799	1,802	
자본총계(지배)	979	1,040	1,802		1,057	1,799	1,802	
자본총계(비지배)								
자본금	544	544	694		544	694	694	
영업활동현금흐름	19	9	28		19	1	-9	
투자활동현금흐름	-5	88	-706		-32	-553	-27	
재무활동현금흐름	2		729			732	-4	
CAPEX	8	25	82		10	38	3	
FCF	12	-17	-54		9	-37	-12	
이자발생부채	0	0	3		3	3	3	
영업이익률	3.75	5.15	4.44		4.41	4.04	6.19	
순이익률	6.83	12.16	5.21		7.89	6.92	2.16	
ROE(%)	2.94	6.01	2.15		5.18	4.83	2.15	
ROA(%)	2.65	5.42	1.99		4.58	4.43	1.99	
부채비율	11.87	10.00	6.71		13.77	7.36	6.71	
자본유보율	79.69	90.18	158.20		92.97	157.92	158.20	
EPS(원)	24	52	24		10	8	2	
PER(배)	245.56	77.95	175.07		70.82	48.86	175.07	
BPS(원)	837	888	1,297		903	1,295	1,297	
PBR(배)	7.11	4.55	3.28		3.58	2.12	3.28	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	117,062,582	117,062,582	138,892,244		117,067,958	138,892,244	138,892,244	
