	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,009	2,000	1,814		453	454	412	
영업이익	175	117	108		26	33	25	
영업이익(발표기준)	175	117	108		26	33	25	
세전계속사업이익	148	121	101		24	36	15	
당기순이익	118	96	74		19	29	6	
당기순이익(지배)	118	96	74		19	29	6	
당기순이익(비지배)								
자산총계	1,509	1,547	1,720		1,615	1,610	1,720	
부채총계	807	776	860		777	742	860	
자본총계	702	771	859		839	868	859	
자본총계(지배)	702	771	859		839	868	859	
자본총계(비지배)								
자본금	298	298	298		298	298	298	
영업활동현금흐름	183	63	104		85	48	42	
투자활동현금흐름	-85	-46	-49		-23	-7	-12	
재무활동현금흐름	-104	-51	99		12	0	101	
CAPEX	82	59	53		24	13	10	
FCF	101	4	51		61	35	32	
이자발생부채	453	429	513		408	409	513	
영업이익률	8.71	5.83	5.98		5.71	7.38	6.08	
순이익률	5.88	4.81	4.07		4.12	6.40	1.49	
ROE(%)	18.34	13.07	9.05		10.31	11.51	9.05	
ROA(%)	7.79	6.30	4.52		5.08	5.86	4.52	
부채비율	114.88	100.75	100.09		92.58	85.55	100.09	
자본유보율	135.37	162.64	188.25		181.29	191.03	188.25	
EPS(원)	198	161	124		31	49	10	
PER(배)	5.10	18.41	24.75		23.32	17.95	24.75	
BPS(원)	1,177	1,318	1,440		1,406	1,454	1,440	
PBR(배)	0.86	2.25	2.12		2.25	1.93	2.12	
현금DPS(원)	20	20	20		0	0	20	
현금배당수익률	1.98	0.67	0.65					
현금배당성향(%)	10.09	12.15	16.18		0.00	0.00	194.24	
발행주식수(보통주)	59,667,486	59,667,486	59,667,486		59,667,486	59,667,486	59,667,486	
