	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	708	761	657		177	163	145	
영업이익	6	14	6		1	0	1	
영업이익(발표기준)	6	14	6		1	0	1	
세전계속사업이익	20	11	8		0	0	0	
당기순이익	16	9	6		0	0	0	
당기순이익(지배)	16	9	6		0	0	0	
당기순이익(비지배)								
자산총계	605	587	616		629	615	594	
부채총계	153	135	165		177	165	150	
자본총계	452	453	451		452	451	444	
자본총계(지배)	452	453	451		452	451	444	
자본총계(비지배)								
자본금	31	31	31		31	31	31	
영업활동현금흐름	18	21	10		49	-41	22	
투자활동현금흐름	39	-1	1		-49	46	0	
재무활동현금흐름	-57	-20	-10		0	-5	-22	
CAPEX	12	2	12		4	1	1	
FCF	6	19	-3		45	-42	20	
이자발생부채	115	103	110		145	110	90	
영업이익률	0.91	1.87	0.97		0.68	0.14	0.39	
순이익률	2.25	1.17	0.94		0.13	-0.31	0.15	
ROE(%)	3.57	1.97			2.34	1.35		
ROA(%)	2.55	1.49			1.70	1.01		
부채비율	33.85	29.78	36.46		39.22	36.50	33.86	
자본유보율	1,586.74	1,587.93	1,583.15		1,585.21	1,582.90	1,559.99	
EPS(원)	256	143	99		4	-8	4	
PER(배)	22.85	46.88	81.87		42.46	82.90		
BPS(원)	9,732	9,747	9,717		9,729	9,707	9,562	
PBR(배)	0.60	0.69	0.83		0.74	0.83	0.78	
현금DPS(원)	176	160	160		0	160		
현금배당수익률	3.00	2.39	1.98					
현금배당성향(%)	51.17	83.48	120.75		0.00	-1,471.36		
발행주식수(보통주)	6,227,130	6,227,130	6,227,130		6,227,130	6,227,130	6,227,130	
