	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	897	716	813		222	230	119	
영업이익	35	16	-3		0	-4	-18	
영업이익(발표기준)	35	16	-3		0	-4	-18	
세전계속사업이익	61	20	-4		-5	-1	-27	
당기순이익	50	22	-4		-4	-1	-30	
당기순이익(지배)	49	24	-4		-4	-1	-30	
당기순이익(비지배)	1							
자산총계	965	943	1,119		1,051	1,119	1,037	
부채총계	235	192	370		301	370	316	
자본총계	730	750	750		749	750	721	
자본총계(지배)	725	750	750		749	750	721	
자본총계(비지배)	5							
자본금	180	189	198		198	198	208	
영업활동현금흐름	-60	13	114		39	82	-207	
투자활동현금흐름	94	-26	8		-30	-17	36	
재무활동현금흐름	-127	-14	44		-28	24	49	
CAPEX	7	3	6		3	-2	2	
FCF	-67	10	108		37	84	-209	
이자발생부채	82	62	116		163	116	171	
영업이익률	3.95	2.26	-0.40		-0.08	-1.94	-15.40	
순이익률	5.55	3.04	-0.54		-1.88	-0.23	-25.47	
ROE(%)	6.88	3.20	-0.59		0.11	-0.60	-5.02	
ROA(%)	4.94	2.28	-0.43		0.04	-0.43	-3.76	
부채비율	32.20	25.61	49.30		40.22	49.30	43.89	
자본유보율	313.01	308.68	287.38		287.65	287.38	254.73	
EPS(원)	117	57	-11		-10	-1	-73	
PER(배)	17.63	34.05	N/A		691.03	N/A	N/A	
BPS(원)	1,781	1,843	1,841		1,840	1,841	1,770	
PBR(배)	1.16	1.05	0.74		0.74	0.74	0.65	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00		0.00			
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	41,540,606	41,540,606	41,540,606		41,540,606	41,540,606	41,540,606	
