	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액		923	814	854	255	164	213	173
영업이익		146	90	103	46	22	12	14
영업이익(발표기준)		146	90		46	22	12	
세전계속사업이익		146	88	101	46	20	12	
당기순이익		112	69	76	37	16	8	
당기순이익(지배)		112	69	76	37	16	8	11
당기순이익(비지배)								
자산총계		793	890	1,059	919	963	890	
부채총계		165	123	217	176	205	123	
자본총계		628	767	842	743	758	767	
자본총계(지배)		628	767	842	743	758	767	
자본총계(비지배)								
자본금		30	33		33	33	33	
영업활동현금흐름		107	21	93	22	-9	-1	
투자활동현금흐름		-9	-69	-67	-2	-53	-15	
재무활동현금흐름			60	2	66	-2	-4	
CAPEX		7	3		2	1	0	
FCF		100	18		21	-10	-1	
이자발생부채		0	11		0	9	11	
영업이익률		15.78	11.09	12.06	18.23	13.20	5.81	8.09
순이익률		12.14	8.44	8.90	14.35	9.45	3.97	
ROE(%)			9.85	9.45			9.85	
ROA(%)			8.16	7.80			8.16	
부채비율		26.25	16.08	25.77	23.69	26.98	16.08	
자본유보율		1,993.21	2,225.20		2,152.48	2,199.55	2,225.20	
EPS(원)		1,869	1,082	1,152	591	235	128	167
PER(배)			8.68	10.50			8.68	
BPS(원)		10,464	11,624	12,764	11,260	11,495	11,624	
PBR(배)		0.00	0.81	0.95	1.09	0.91	0.81	
현금DPS(원)	0	0		0				
현금배당수익률				0.00				
현금배당성향(%)		0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	3,840,000	6,000,000	6,596,700		6,596,700	6,596,700	6,596,700	
