	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,191	1,286	1,334		348	291	229	
영업이익	-152	31	80		33	-16	5	
영업이익(발표기준)	-152	31	80		33	-16	5	
세전계속사업이익	-239	1	52		35	-37	12	
당기순이익	-363	21	60		35	-29	12	
당기순이익(지배)	-362	22	61		36	-30	12	
당기순이익(비지배)	-1							
자산총계	1,459	1,609	1,645		1,581	1,645	1,605	
부채총계	1,302	1,186	1,088		1,031	1,088	1,033	
자본총계	156	423	557		551	557	572	
자본총계(지배)	151	408	542		536	542	556	
자본총계(비지배)	6							
자본금	210	346	364		364	364	364	
영업활동현금흐름	-69	34	126		57	57	2	
투자활동현금흐름	-148	-21	-105		35	-59	-11	
재무활동현금흐름	160	163	90		-1	121	-4	
CAPEX	157	28	56		16	9	12	
FCF	-227	6	70		41	48	-9	
이자발생부채	734	659	615		607	615	619	
영업이익률	-12.77	2.42	6.00		9.62	-5.49	2.27	
순이익률	-30.49	1.65	4.47		10.02	-10.02	5.09	
ROE(%)	-134.90	8.01	12.79		31.29	12.79	10.13	
ROA(%)	-24.24	1.38	3.67		7.48	3.67	3.20	
부채비율	832.20	280.19	195.22		187.20	195.22	180.67	
자본유보율	-46.10	12.71	40.65		40.42	40.65	43.91	
EPS(원)	-823	46	84		50	-42	16	
PER(배)	N/A	22.15	12.71		6.74	12.71	10.66	
BPS(원)	336	593	748		740	748	768	
PBR(배)	4.96	1.71	1.43		1.54	1.43	0.99	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00			0.00		0.00	
발행주식수(보통주)	42,409,506	69,206,402	72,794,917		72,794,917	72,794,917	72,827,516	
