	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	790	819	965		227	286	216	
영업이익	33	20	33		2	12	2	
영업이익(발표기준)	33	20	33		2	12	2	
세전계속사업이익	57	40	45		2	22	-1	
당기순이익	46	30	35		2	17	-1	
당기순이익(지배)	46	30	35		2	17	-1	
당기순이익(비지배)								
자산총계	845	857	942		918	942	925	
부채총계	153	147	205		191	205	198	
자본총계	692	710	737		727	737	727	
자본총계(지배)	692	710	737		727	737	727	
자본총계(비지배)								
자본금	42	42	42		42	42	42	
영업활동현금흐름	-8	-10	28		39	-6	25	
투자활동현금흐름	-20	-17	90		-2	95	-39	
재무활동현금흐름	-8	-8	-7		-1	-1	-10	
CAPEX	3	14	3		0	2	0	
FCF	-11	-24	25		39	-8	25	
이자발생부채	0	0	2		3	2	2	
영업이익률	4.19	2.44	3.38		0.87	4.23	1.00	
순이익률	5.87	3.65	3.62		0.82	5.80	-0.39	
ROE(%)	6.86	4.26	4.83		5.87	4.86	3.65	
ROA(%)	5.54	3.51	3.88		4.68	3.91	2.90	
부채비율	22.11	20.72	27.85		26.31	27.85	27.28	
자본유보율	1,547.49	1,603.78	1,663.11		1,636.00	1,663.11	1,643.29	
EPS(원)	552	355	416		22	198	-10	
PER(배)	9.34	15.59	13.11		11.79	13.03	12.01	
BPS(원)	8,238	8,448	8,763		8,646	8,763	8,694	
PBR(배)	0.63	0.66	0.62		0.67	0.62	0.43	
현금DPS(원)	90	55	90		0	90		
현금배당수익률	1.75	0.99	1.65					
현금배당성향(%)	16.32	15.47	21.65		0.00	45.51		
발행주식수(보통주)	8,404,800	8,404,800	8,404,800		8,404,800	8,404,800	8,404,800	
