	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,156	1,572	2,362		631	711	506	
영업이익	18	111	48		26	3	17	
영업이익(발표기준)	18	111	48		26	3	17	
세전계속사업이익	16	57	39		10	5	30	
당기순이익	17	57	39		10	5	30	
당기순이익(지배)	17	57	39		10	5	30	
당기순이익(비지배)								
자산총계	1,664	1,489	2,026		1,760	2,026	2,000	
부채총계	1,231	998	1,497		1,237	1,497	1,441	
자본총계	433	491	529		523	529	559	
자본총계(지배)	433	491	529		523	529	559	
자본총계(비지배)								
자본금	491	491	491		491	491	491	
영업활동현금흐름	13	50	-18		-218	261	307	
투자활동현금흐름	21	24	-102		36	-21	-37	
재무활동현금흐름	0	0	154		200	-43	-150	
CAPEX	12	3	2		1	1	1	
FCF	1	47	-20		-218	260	306	
이자발생부채	92	92	271		312	271	119	
영업이익률	1.58	7.09	2.04		4.19	0.43	3.30	
순이익률	1.47	3.64	1.64		1.54	0.64	5.99	
ROE(%)	4.05	12.37	7.58		18.17	7.58	7.75	
ROA(%)	0.99	3.62	2.20		5.27	2.20	2.37	
부채비율	284.24	203.19	283.12		236.68	283.12	257.84	
자본유보율	60.80	75.62	83.48		82.56	83.48	89.64	
EPS(원)	173	582	393		99	46	308	
PER(배)	34.76	20.46	28.74		15.19	28.74	20.70	
BPS(원)	4,414	5,002	5,384		5,324	5,384	5,692	
PBR(배)	1.37	2.38	2.10		2.54	2.10	1.55	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	9,819,185	9,827,396	9,828,611		9,827,396	9,828,611	9,828,611	
