	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,115	1,953	2,076		567	516	530	
영업이익	128	59	97		17	39	23	
영업이익(발표기준)	128	59	97		17	39	23	
세전계속사업이익	172	114	145		34	56	20	
당기순이익	127	87	114		26	44	15	
당기순이익(지배)	127	87	114		26	44	15	
당기순이익(비지배)								
자산총계	4,315	4,324	4,409		4,339	4,354	4,409	
부채총계	358	295	330		315	286	330	
자본총계	3,957	4,030	4,080		4,023	4,068	4,080	
자본총계(지배)	3,957	4,030	4,080		4,023	4,068	4,080	
자본총계(비지배)								
자본금	165	165	165		165	165	165	
영업활동현금흐름	189	218	299		111	52	89	
투자활동현금흐름	-183	-16	-322		-140	-75	-2	
재무활동현금흐름	-81	-89	-77		-67	-1	-8	
CAPEX	35	45	70		19	7	23	
FCF	155	173	229		92	45	65	
이자발생부채	0	0	11		12	11	11	
영업이익률	6.03	3.03	4.67		3.00	7.65	4.29	
순이익률	6.00	4.45	5.47		4.64	8.57	2.77	
ROE(%)	3.23	2.17	2.80		2.24	2.70	2.80	
ROA(%)	2.94	2.01	2.60		2.06	2.51	2.60	
부채비율	9.06	7.31	8.08		7.84	7.04	8.08	
자본유보율	2,401.32	2,456.25	2,484.26		2,449.22	2,476.01	2,484.26	
EPS(원)	385	263	344		80	134	44	
PER(배)	23.91	37.98	25.72		39.78	26.76	25.72	
BPS(원)	17,814	18,247	18,539		18,217	18,421	18,539	
PBR(배)	0.52	0.55	0.48		0.59	0.48	0.48	
현금DPS(원)	350	300	300		0	0	300	
현금배당수익률	3.80	3.00	3.39					
현금배당성향(%)	61.23	76.33	58.14		0.00	0.00	449.55	
발행주식수(보통주)	33,000,000	33,000,000	33,000,000		33,000,000	33,000,000	33,000,000	
