	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,862	1,891	2,121		527	555	503	
영업이익	29	17	28		9	15	-3	
영업이익(발표기준)	29	17	28		9	15	-3	
세전계속사업이익	39	-5	30		22	-5	-1	
당기순이익	33	-6	22		18	-2	-6	
당기순이익(지배)	32	-2	20		16	-5	-3	
당기순이익(비지배)	1							
자산총계	1,250	1,362	1,450		1,454	1,436	1,450	
부채총계	706	820	906		891	882	906	
자본총계	544	542	544		563	555	544	
자본총계(지배)	525	509	515		527	523	515	
자본총계(비지배)	19							
자본금	50	50	50		50	50	50	
영업활동현금흐름	-75	-9	111		-52	9	48	
투자활동현금흐름	48	-36	-40		-6	0	-2	
재무활동현금흐름	39	53	-23		79	-40	8	
CAPEX	23	36	36		4	4	2	
FCF	-98	-45	75		-56	5	46	
이자발생부채	521	594	615		612	578	615	
영업이익률	1.54	0.92	1.31		1.78	2.69	-0.61	
순이익률	1.75	-0.31	1.03		3.38	-0.42	-1.27	
ROE(%)	6.16	-0.47	3.81		2.77	-0.10	3.81	
ROA(%)	2.66	-0.46	1.55		1.15	0.30	1.55	
부채비율	129.86	151.32	166.63		158.32	159.02	166.63	
자본유보율	937.32	932.54	951.94		968.66	960.59	951.94	
EPS(원)	317	-24	195		160	-53	-30	
PER(배)	9.80	N/A	15.13		21.22	N/A	15.13	
BPS(원)	5,354	5,196	5,254		5,380	5,339	5,254	
PBR(배)	0.58	0.57	0.56		0.57	0.55	0.56	
현금DPS(원)	150	100	100		0	0	100	
현금배당수익률	4.83	3.36	3.39					
현금배당성향(%)	46.42	-400.16	50.26		0.00	0.00	-324.74	
발행주식수(보통주)	10,000,000	10,000,000	10,000,000		10,000,000	10,000,000	10,000,000	
