	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	5,733	6,712	5,465		1,233	1,264	858	
영업이익	416	351	280		80	53	21	
영업이익(발표기준)	416	351	280		80	53	21	
세전계속사업이익	218	61	243		69	-15	19	
당기순이익	218	61	203		64	-38	19	
당기순이익(지배)	218	61	203		64	-38	19	
당기순이익(비지배)								
자산총계	3,136	3,662	3,258		3,514	3,258	3,240	
부채총계	2,377	2,874	2,284		2,485	2,284	2,247	
자본총계	759	788	974		1,029	974	993	
자본총계(지배)	759	788	974		1,029	974	993	
자본총계(비지배)								
자본금	733	733	733		733	733	733	
영업활동현금흐름	-114	243	-439		-46	86	32	
투자활동현금흐름	-18	-585	337		21	-102	-22	
재무활동현금흐름	369	-2	-18		-4	-2	-4	
CAPEX	2	1	2		0	0	0	
FCF	-116	242	-441		-47	86	32	
이자발생부채	229	237	242		241	242	245	
영업이익률	7.26	5.22	5.13		6.48	4.20	2.46	
순이익률	3.81	0.90	3.72		5.19	-2.99	2.27	
ROE(%)	66.29	7.83	23.08		31.33	23.08	15.93	
ROA(%)	7.09	1.78	5.88		7.35	5.88	4.15	
부채비율	313.32	364.75	234.47		241.48	234.47	226.23	
자본유보율	-11.68	-1.16	24.30		31.69	24.30	26.93	
EPS(원)	164	41	139		44	-26	13	
PER(배)	11.68	49.98	16.65		10.33	16.65	18.80	
BPS(원)	518	538	665		702	665	678	
PBR(배)	3.70	3.84	3.48		2.81	3.48	2.80	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	145,353,082	145,471,745	145,471,745		145,471,745	145,471,745	145,471,745	
