	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	694	464	341	1,262	64	133	112	
영업이익	-25	27	22	165	2	24	5	
영업이익(발표기준)	-25	27	22		2	24	5	
세전계속사업이익	-105	30	17	163	4	18	10	
당기순이익	-102	32	14	130	4	16	10	
당기순이익(지배)	-102	32	14	130	4	16	10	
당기순이익(비지배)								
자산총계	581	687	781		718	781	995	
부채총계	199	263	322		279	322	520	
자본총계	382	424	459		439	459	475	
자본총계(지배)	382	424	459		439	459	475	
자본총계(비지배)								
자본금	33	35	37		37	37	38	
영업활동현금흐름	-54	29	39		1	53	163	
투자활동현금흐름	-154	-39	-12		-2	-2	-8	
재무활동현금흐름	180	94	36		47	-4	-3	
CAPEX	131	60	12		1	3	2	
FCF	-185	-30	28		0	50	161	
이자발생부채	96	186	211		213	211	204	
영업이익률	-3.64	5.80	6.33	13.07	3.74	17.93	4.21	
순이익률	-14.69	6.92	4.23	10.30	6.03	11.95	8.60	
ROE(%)	-33.16	7.96	3.27		3.03	3.22	7.39	
ROA(%)	-18.48	5.06	1.97		1.81	1.94	3.95	
부채비율	52.03	61.96	70.15		63.69	70.15	109.45	
자본유보율	1,015.24	1,145.03	1,159.64		1,111.69	1,159.64	1,180.66	
EPS(원)	-1,602	463	198	1,731	52	214	129	
PER(배)	N/A	8.92	42.96	6.41	33.77	43.56	19.05	
BPS(원)	5,764	6,191	6,319		6,041	6,319	6,442	
PBR(배)	1.24	0.67	1.34		1.01	1.34	1.31	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	6,625,485	7,015,485	7,425,062		7,425,062	7,425,062	7,535,062	
