	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,436	1,252	2,388		714	917	372	
영업이익	21	32	30		37	12	-34	
영업이익(발표기준)	21	32	30		37	12	-34	
세전계속사업이익	4	72	15		30	-7	-41	
당기순이익	9	66	10		23	-6	-32	
당기순이익(지배)	9	66	10		23	-6	-32	
당기순이익(비지배)	0							
자산총계	1,067	1,135	1,615		1,384	1,615	1,319	
부채총계	483	366	666		603	666	404	
자본총계	583	770	949		781	949	915	
자본총계(지배)	576	770	949		781	949	915	
자본총계(비지배)	8							
자본금	159	239	339		239	339	339	
영업활동현금흐름	31	41	-219		-125	60	133	
투자활동현금흐름	-84	-35	-152		14	-26	23	
재무활동현금흐름	-9	126	191		35	95	-11	
CAPEX	6	6	20		1	16	6	
FCF	25	35	-239		-126	45	127	
이자발생부채	18	0	14		101	14	4	
영업이익률	1.48	2.53	1.28		5.17	1.32	-9.23	
순이익률	0.60	5.24	0.44		3.28	-0.67	-8.68	
ROE(%)	1.52	10.32	1.22		15.19	1.22	0.36	
ROA(%)	0.73	6.20	0.76		9.46	0.76	0.23	
부채비율	82.83	47.48	70.20		77.13	70.20	44.13	
자본유보율	256.46	220.60	179.54		225.96	179.54	169.86	
EPS(원)	21	134	19		44	-10	-48	
PER(배)	44.57	9.71	80.06		6.51	80.06	211.88	
BPS(원)	1,431	1,451	1,398		1,473	1,398	1,349	
PBR(배)	0.67	0.90	1.08		0.89	1.08	0.79	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)		0.00			0.00			
발행주식수(보통주)	40,256,402	53,049,057	67,851,466		53,049,057	67,851,466	67,851,466	
