	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	588	639	485		71	176	51	
영업이익	1	13	14		-5	11	4	
영업이익(발표기준)	1	13	14		-5	11	4	
세전계속사업이익	-128	-153	90		84	-60	98	
당기순이익	-133	-154	89		84	-60	97	
당기순이익(지배)	-133	-155	82		64	-59	110	
당기순이익(비지배)	0							
자산총계	1,111	1,691	1,865		1,863	1,993	1,865	
부채총계	292	729	783		697	726	783	
자본총계	819	962	1,083		1,167	1,267	1,083	
자본총계(지배)	816	911	1,063		922	966	1,063	
자본총계(비지배)	3							
자본금	324	382	419		382	419	419	
영업활동현금흐름	6	-215	115		-71	42	22	
투자활동현금흐름	-80	-554	-222		-27	-417	84	
재무활동현금흐름	-9	800	165		68	119	-22	
CAPEX	10	12	123		150	120	-147	
FCF	-3	-228	-8		-221	-78	169	
이자발생부채	180	627	526		585	574	526	
영업이익률	0.17	2.01	2.89		-6.95	6.31	8.86	
순이익률	-22.67	-24.04	18.35		119.12	-33.93	191.47	
ROE(%)	-17.41	-17.90	8.35		-29.18	-27.74	8.35	
ROA(%)	-11.34	-10.96	5.01		-15.87	-14.64	5.01	
부채비율	35.62	75.78	72.29		59.71	57.30	72.29	
자본유보율	151.52	140.15	162.93		148.36	137.11	162.93	
EPS(원)	-227	-210	74		59	-52	95	
PER(배)	N/A	N/A	17.31		N/A	N/A	17.31	
BPS(원)	1,258	838	916		848	832	916	
PBR(배)	1.11	2.11	1.39		1.63	1.86	1.39	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	64,839,923	76,395,832	83,758,385		76,395,832	83,758,385	83,758,385	
