	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	314	300	170		25	23	113	
영업이익	-13	-230	-177		-58	-49	-9	
영업이익(발표기준)	-13	-230	-177		-58	-49	-9	
세전계속사업이익	-346	894	-299		-109	-57	-68	
당기순이익	-314	809	-241		-105	-57	-16	
당기순이익(지배)	-218	860	-188		-84	-48	-8	
당기순이익(비지배)	-96							
자산총계	721	1,140	1,032		1,096	1,048	1,032	
부채총계	348	233	322		351	350	322	
자본총계	373	907	710		745	698	710	
자본총계(지배)	198	925	762		791	749	762	
자본총계(비지배)	175							
자본금	339	352	353		353	353	353	
영업활동현금흐름	148	-322	-209		-106	-58	-13	
투자활동현금흐름	33	384	-161		-208	-14	29	
재무활동현금흐름	68	30	142		175	1	-32	
CAPEX	11	10	26		6	8	1	
FCF	137	-332	-235		-112	-66	-14	
이자발생부채	157	90	224		246	252	224	
영업이익률	-4.03	-76.49	-104.47		-232.63	-211.32	-8.02	
순이익률	-99.90	269.18	-141.69		-421.12	-245.45	-14.48	
ROE(%)	-82.89	153.19	-22.31		-23.56	-27.16	-22.31	
ROA(%)	-44.58	86.93	-22.15		-23.46	-26.55	-22.15	
부채비율	93.26	25.64	45.31		47.05	50.20	45.31	
자본유보율	-41.53	215.66	148.27		174.82	160.01	148.27	
EPS(원)	-323	1,244	-267		-119	-68	-11	
PER(배)	N/A	0.98	N/A		N/A	N/A	N/A	
BPS(원)	294	1,324	1,086		1,128	1,068	1,086	
PBR(배)	6.24	0.93	1.52		1.71	1.37	1.52	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	67,865,702	70,367,278	70,612,278		70,612,278	70,612,278	70,612,278	
