	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	387	596	373		112	78	38	
영업이익	13	37	-85		3	-27	-67	
영업이익(발표기준)	13	37	-85		3	-27	-67	
세전계속사업이익	-25	19	-100		-2	-25	-76	
당기순이익	-23	20	-101		-2	-25	-77	
당기순이익(지배)	-23	20	-101		-2	-25	-77	
당기순이익(비지배)								
자산총계	836	901	756		832	820	756	
부채총계	499	549	474		479	488	474	
자본총계	337	352	282		353	332	282	
자본총계(지배)	337	352	282		353	332	282	
자본총계(비지배)								
자본금	129	131	145		131	133	145	
영업활동현금흐름	-9	118	-87		-46	29	1	
투자활동현금흐름	8	-82	-19		2	-15	-2	
재무활동현금흐름	30	-47	77		38	-12	15	
CAPEX	34	82	22		3	13	1	
FCF	-43	36	-109		-50	16	-1	
이자발생부채	329	268	304		323	318	304	
영업이익률	3.27	6.25	-22.82		2.79	-34.33	-173.42	
순이익률	-5.87	3.27	-27.04		-1.59	-32.42	-199.42	
ROE(%)	-6.67	5.66	-31.86		3.78	-4.69	-31.86	
ROA(%)	-2.78	2.25	-12.18		1.56	-1.76	-12.18	
부채비율	148.05	155.97	168.32		135.70	147.26	168.32	
자본유보율	146.07	153.79	80.90		154.76	135.52	80.90	
EPS(원)	-89	74	-379		-7	-95	-279	
PER(배)	N/A	16.73	N/A		27.91	N/A	N/A	
BPS(원)	1,306	1,342	969		1,346	1,248	969	
PBR(배)	1.15	0.93	1.40		1.05	0.98	1.40	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	24,455,065	24,866,457	27,699,071		24,866,457	25,209,804	27,699,071	
