	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	688	532	747		195	236	155	
영업이익	14	-28	66		22	10	10	
영업이익(발표기준)	14	-28	66		22	10	10	
세전계속사업이익	-2	-38	70		23	9	6	
당기순이익	-3	-62	99		22	5	3	
당기순이익(지배)	-4	-57	93		20	3	3	
당기순이익(비지배)	1							
자산총계	991	816	878		965	878	825	
부채총계	562	517	461		554	461	496	
자본총계	429	300	417		411	417	329	
자본총계(지배)	399	274	383		378	383	300	
자본총계(비지배)	30							
자본금	73	73	73		73	73	73	
영업활동현금흐름	63	10	74		84	-7	-7	
투자활동현금흐름	-25	20	89		-9	6	-45	
재무활동현금흐름	25	-92	-98		-5	-19	-1	
CAPEX	18	4	14		7	1	6	
FCF	44	6	60		77	-8	-13	
이자발생부채	371	281	193		208	193	194	
영업이익률	1.98	-5.32	8.88		11.37	4.37	6.75	
순이익률	-0.51	-11.65	13.19		11.23	2.05	2.06	
ROE(%)	-1.09	-16.96	28.18		21.46	28.18	36.20	
ROA(%)	-0.34	-6.86	11.63		7.89	11.63	12.91	
부채비율	131.11	172.21	110.49		134.88	110.49	151.07	
자본유보율	434.05	318.90	443.02		424.63	443.02	447.14	
EPS(원)	-31	-390	632		135	22	23	
PER(배)	N/A	N/A	6.45		5.73	6.45	3.29	
BPS(원)	2,726	1,869	2,614		2,583	2,614	2,049	
PBR(배)	1.54	2.16	1.56		1.13	1.56	1.16	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	14,655,470	14,655,470	14,655,470		14,655,470	14,655,470	14,655,470	
