	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	715	760	846		217	227	238	
영업이익	343	315	285		76	86	83	
영업이익(발표기준)	343	315	285		76	86	83	
세전계속사업이익	344	303	274		76	80	81	
당기순이익	284	252	226		63	66	67	
당기순이익(지배)	284	252	226		63	67	67	
당기순이익(비지배)								
자산총계	2,398	2,792	2,988		2,943	3,110	2,988	
부채총계	242	410	337		391	447	337	
자본총계	2,157	2,382	2,650		2,552	2,664	2,650	
자본총계(지배)	2,157	2,382	2,648		2,552	2,625	2,648	
자본총계(비지배)								
자본금	358	356	363		368	369	363	
영업활동현금흐름	339	316	189		55	57	102	
투자활동현금흐름	-135	-284	-379		-182	-197	13	
재무활동현금흐름	-57	-15	-161		3	1	-166	
CAPEX	135	18	321		181	-31	156	
FCF	204	297	-132		-125	88	-55	
이자발생부채	52	210	55		223	56	55	
영업이익률	47.93	41.44	33.73		34.93	37.65	35.04	
순이익률	39.71	33.08	26.67		29.00	29.07	28.05	
ROE(%)	13.58	11.08	9.01		9.02	9.02	8.98	
ROA(%)	12.24	9.69	7.81		7.97	7.61	7.79	
부채비율	11.20	17.23	12.73		15.33	16.77	12.73	
자본유보율	502.02	568.34	629.70		593.39	611.37	629.70	
EPS(원)	419	371	334		93	98	99	
PER(배)	5.21	2.79	5.25		7.26	6.37	5.27	
BPS(원)	3,182	3,513	3,906		3,764	3,872	3,906	
PBR(배)	0.69	0.29	0.45		0.63	0.54	0.45	
현금DPS(원)	28							
현금배당수익률	1.26							
현금배당성향(%)	6.58	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	67,783,852	67,783,852	67,783,852		67,783,852	67,783,852	67,783,852	
