	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	934	1,029	1,164	1,514	314	327	378	328
영업이익	30	37	27	108	9	3	25	20
영업이익(발표기준)	30	37	27		9	3	25	
세전계속사업이익	-79	5	-6	62	0	-4	18	6
당기순이익	-79	5	-7	54	0	-4	17	
당기순이익(지배)	-80	4	-9	61	-1	-4	17	4
당기순이익(비지배)	1							
자산총계	1,339	1,734	1,912	2,287	1,862	1,912	1,956	
부채총계	794	898	1,091	1,414	1,032	1,091	1,110	
자본총계	545	836	822	873	829	822	846	
자본총계(지배)	532	822	806	857	814	806	829	
자본총계(비지배)	13							
자본금	73	76	76	77	76	76	77	
영업활동현금흐름	9	26	-65	17	-41	17	27	
투자활동현금흐름	-49	-159	-136	-202	-24	-24	-22	
재무활동현금흐름	0	217	164	280	77	53	-4	
CAPEX	55	127	152	200	25	20	28	
FCF	-46	-101	-217		-66	-3	-1	
이자발생부채	643	663	830		779	830	835	
영업이익률	3.19	3.63	2.29	7.17	2.86	1.01	6.63	6.10
순이익률	-8.48	0.46	-0.60	3.57	0.03	-1.35	4.59	
ROE(%)	-14.52	0.58	-1.11	7.34	-0.09	-1.11	0.91	
ROA(%)	-5.76	0.31	-0.38	2.57	0.11	-0.38	0.50	
부채비율	145.79	107.45	132.73	161.97	124.43	132.73	131.28	
자본유보율	402.45	643.88	631.82		637.70	631.82	652.56	
EPS(원)	-579	27	-59	398	-4	-29	113	26
PER(배)	N/A	655.08	N/A	71.74	N/A	N/A	242.02	
BPS(원)	3,806	5,586	5,474	5,807	5,526	5,474	5,620	
PBR(배)	3.81	3.13	3.25	4.92	2.98	3.25	2.13	
현금DPS(원)	0	0	0	0	0	0		
현금배당수익률	0.00	0.00	0.00	0.00				
현금배당성향(%)	0.00	4.71	0.00		0.00	0.00		
발행주식수(보통주)	14,551,225	14,551,225	14,551,225		14,551,225	14,551,225	14,737,126	
