	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	364	421	385		88	94	123	
영업이익	43	41	41		14	11	7	
영업이익(발표기준)	43	41	41		14	11	7	
세전계속사업이익	29	27	43		15	10	8	
당기순이익	28	17	38		11	10	7	
당기순이익(지배)	28	19	37		11	10	8	
당기순이익(비지배)								
자산총계	396	420	449		422	478	449	
부채총계	57	66	84		66	117	84	
자본총계	338	354	365		356	361	365	
자본총계(지배)	338	353	363		353	358	363	
자본총계(비지배)								
자본금	121	121	121		121	121	121	
영업활동현금흐름	51	46	46		23	18	8	
투자활동현금흐름	-56	-26	-30		-6	5	-10	
재무활동현금흐름	-12	-3	-32		-24	-6	-1	
CAPEX	9	22	8		1	1	6	
FCF	42	24	38		22	17	2	
이자발생부채	0	0	19		2	48	19	
영업이익률	11.92	9.71	10.75		15.63	11.64	5.65	
순이익률	7.66	4.01	9.90		12.94	11.12	5.54	
ROE(%)	8.54	5.55	10.41		8.07	7.67	10.41	
ROA(%)	6.98	4.15	8.78		7.15	6.54	8.78	
부채비율	16.98	18.53	23.07		18.54	32.36	23.07	
자본유보율	206.00	223.95	251.53		236.63	244.77	251.53	
EPS(원)	116	79	154		46	41	34	
PER(배)	26.00	32.62	14.95		24.55	21.31	14.95	
BPS(원)	1,484	1,546	1,638		1,583	1,617	1,638	
PBR(배)	2.03	1.68	1.41		1.80	1.49	1.41	
현금DPS(원)	30	30	60		0	0	60	
현금배당수익률	1.00	1.16	2.60					
현금배당성향(%)	24.49	35.72	35.68		0.00	0.00	162.86	
발행주식수(보통주)	24,154,730	24,154,730	24,154,730		24,154,730	24,154,730	24,154,730	
